DeviceID = e00fce6891afbb6bddd89915	Firmware Version = 3.1.0	Software Version = 0.0.0
Time.0.TIME,SHTC3.0.HUMIDITY,SHTC3.0.TEMPERATURE,TCS3400.0.LIGHT_RED,TCS3400.0.LIGHT_GREEN,TCS3400.0.LIGHT_BLUE,PAC1720.0.VOLTAGE,PAC1720.0.CURRENT,PAC1720.0.VOLTAGE_2,PAC1720.0.CURRENT_2,ApogeeO2.0.TEMPERATURE,ApogeeO2.0.REF,ApogeeO2.0.OXYGEN,ApogeeO2.1.TEMPERATURE,ApogeeO2.1.REF,ApogeeO2.1.OXYGEN,Hedorah-NDIR.0.CO2,Hedorah-NDIR.0.HUMIDITY,Hedorah-NDIR.0.TEMPERATURE,Hedorah-NDIR.1.CO2,Hedorah-NDIR.1.HUMIDITY,Hedorah-NDIR.1.TEMPERATURE
1636621949,14.463806,6.042557,0.000000,0.000000,0.000000,0.234375,-1.172161,3.984375,65.641029,1277.625000,2498.062500,11.437500,1289.625000,2498.062500,12.000000,4639,61.799622,6.969940,1715,64.083862,6.793697
1636622128,14.442444,6.168060,0.000000,0.000000,0.000000,0.117188,-1.172161,3.984375,67.985352,1278.937500,2498.062500,11.625000,1289.812500,2497.875000,12.187500,4632,61.479187,7.082092,1727,63.774109,6.876480
1636623210,14.131165,6.168060,0.000000,0.000000,0.000000,0.312500,-1.172161,3.964844,146.910873,1276.687500,2498.250000,11.437500,1288.687500,2498.062500,12.000000,4651,62.373352,6.828411,1742,64.634705,6.638821
1636624172,13.954163,6.042557,0.000000,0.000000,0.000000,0.312500,-1.172161,3.984375,55.482296,1276.687500,2497.875000,11.437500,1288.687500,2497.875000,12.000000,4655,62.492371,6.828411,1752,64.785767,6.652172
1636625134,14.160156,5.799561,0.000000,0.000000,0.000000,0.312500,-1.172161,3.984375,56.263737,1276.500000,2498.062500,11.437500,1288.312500,2497.875000,12.000000,4686,62.600708,6.815060,1740,64.907837,6.665524
1636626251,14.268494,5.791550,0.000000,0.000000,0.000000,0.273438,-1.172161,3.964844,146.129425,1276.312500,2498.062500,11.437500,1288.312500,2497.875000,12.000000,4739,62.838745,6.815060,1759,65.032959,6.638821
1636627213,14.268494,5.815582,0.000000,0.000000,0.000000,0.312500,-1.172161,3.984375,55.482296,1275.937500,2497.875000,11.437500,1288.312500,2497.875000,12.000000,4677,62.966919,6.815060,1756,65.155029,6.593422
1636628175,14.216614,5.759506,0.000000,0.000000,0.000000,0.312500,-1.172161,3.984375,56.263737,1275.187500,2498.250000,11.437500,1288.312500,2497.875000,12.000000,4723,63.090515,6.828411,1756,65.280151,6.580070
1636629137,14.367676,5.476456,0.000000,0.000000,0.000000,0.312500,-1.172161,3.984375,55.482296,1274.250000,2498.250000,11.437500,1288.125000,2497.875000,12.000000,4686,63.243103,6.801708,1752,65.380859,6.523994
1636630253,14.392090,5.289536,0.000000,0.000000,0.000000,0.312500,-1.172161,3.964844,152.380951,1272.750000,2498.062500,11.437500,1287.750000,2497.875000,12.000000,4641,63.412476,6.801708,1735,65.490723,6.467918
1636631215,14.553833,5.038528,0.000000,0.000000,0.000000,0.273438,-1.172161,3.984375,56.263737,1271.250000,2498.062500,11.437500,1287.562500,2497.875000,12.000000,4652,63.562012,6.788357,1736,65.618896,6.411842
1636632177,14.593506,4.771500,0.000000,0.000000,0.000000,0.273438,-1.172161,3.984375,56.263737,1269.562500,2497.875000,11.437500,1287.187500,2498.062500,12.000000,4637,63.708496,6.772335,1725,65.745544,6.329060
1636633139,14.584351,4.531174,0.000000,0.000000,0.000000,0.273438,-1.172161,3.984375,55.482296,1267.875000,2498.062500,11.437500,1286.812500,2497.875000,12.000000,4603,63.800049,6.732281,1718,65.861511,6.256962
1636634236,14.590454,4.662018,0.000000,0.000000,0.000000,0.273438,-1.172161,3.964844,152.380951,1265.625000,2498.062500,11.437500,1286.062500,2498.062500,12.000000,4583,63.957214,6.732281,1712,66.029358,6.187534
1636635198,14.512634,4.662018,0.000488,0.000610,0.000854,0.273438,-1.172161,3.984375,55.482296,1264.125000,2497.687500,11.437500,1285.500000,2497.875000,12.000000,4569,64.060974,6.689556,1709,66.125488,6.118103
1636636160,14.610291,4.507141,0.003906,0.005127,0.006592,0.273438,-1.172161,3.984375,56.263737,1262.812500,2497.875000,11.437500,1284.750000,2497.875000,12.000000,4538,64.198303,6.676205,1703,66.239929,6.088730
1636637122,14.532471,4.531174,0.010742,0.012207,0.014526,0.312500,-1.172161,3.984375,55.482296,1261.312500,2498.250000,11.437500,1284.187500,2498.062500,12.000000,4564,64.349365,6.633480,1700,66.355896,6.019302
1636638219,14.375305,4.662018,1.999969,0.001160,0.001282,0.351562,-1.172161,3.964844,152.380951,1260.187500,2498.062500,11.625000,1283.250000,2498.062500,12.187500,4510,64.482117,6.588081,1719,66.534424,6.019302
1636639180,14.509583,5.038528,0.010620,0.011078,0.012054,0.312500,-1.172161,3.984375,48.449329,1259.437500,2498.062500,11.437500,1282.687500,2497.875000,12.000000,4561,64.596558,6.561378,1715,66.644287,5.963226
1636640141,14.442444,5.399017,0.018951,0.019226,0.020447,0.312500,-1.172161,3.984375,48.449329,1259.062500,2497.875000,11.625000,1281.937500,2498.062500,12.187500,4463,64.707947,6.545357,1739,66.793823,5.976578
1636641102,14.295959,5.666046,0.016937,0.017334,0.018402,0.351562,-1.172161,3.984375,48.449329,1259.250000,2498.062500,11.437500,1281.375000,2497.875000,12.187500,4468,64.779663,6.505302,1738,66.886902,5.992599
1636642275,14.270020,5.666046,0.018188,0.018646,0.019501,0.625000,-1.172161,3.964844,154.725281,1259.437500,2498.250000,11.625000,1280.812500,2497.875000,12.187500,4459,64.895630,6.475929,1737,67.008972,6.005951
