NODE_ID,log_date,Col_0,Col_1,Col_2,Col_3,Col_4,Col_5,Col_6,Col_7,Col_8,Col_9,Col_10,Col_11,Col_12,Col_13,Col_14,Col_15,Col_16,Col_17,Col_18,Col_19,Col_20,Col_21,Col_22,Col_23,Col_24
e00fce68c014249653ebc049,2071-00-24,1605144366,0.000000,0.000000,0.000000,0.000000,err,err,211.000000,117.000000,82.000000,20.500000,20.437500,20.500000,0.000000,0.108765,0.067676,129.990005,99.998474,0.000000,0.000000,0.000000,0.000000,3686.812500,-0.187500,-0.187500
e00fce68c014249653ebc049,2001-01-01,1605292641,-0.019531,-0.048840,0.000000,0.000000,err,err,6.000000,4.000000,3.000000,21.812500,20.375000,20.375000,0.007251,0.105542,0.064453,129.990005,99.998474,0.000000,0.000000,0.000000,0.000000,-0.187500,-0.187500,0.000000
e00fce68c014249653ebc049,2001-01-01,1605298734,0.312500,-1.172161,3.476563,89.084251,0.004578,20.670000,120.000000,66.000000,46.000000,20.625000,20.562500,20.562500,0.000000,0.107153,0.055591,20.840000,51.573181,0.000000,400.000000,11804.000000,15547.000000,1683.000000,2499.562500,12.375000
e00fce68c014249653ebc049,2001-01-01,1605299668,0.390625,-1.172161,3.476563,93.772896,0.805664,20.680000,122.000000,67.000000,47.000000,20.562500,20.500000,20.562500,0.000000,0.123267,0.068481,20.850000,51.046753,0.000000,400.000000,12198.000000,15954.000000,1684.312500,2499.562500,12.375000
e00fce68c014249653ebc049,2001-01-01,1605300958,1.992188,0.000000,3.437500,154.725281,0.000000,20.790001,222.000000,128.000000,94.000000,20.625000,20.437500,20.500000,0.012085,0.125684,0.112793,21.100000,50.765991,0.000000,400.000000,12468.000000,16298.000000,1684.312500,2499.375000,12.187500
e00fce68c014249653ebc049,2001-01-01,1605301892,0.937500,-0.781441,3.476563,80.488396,0.001526,21.219999,121.000000,68.000000,47.000000,20.687500,20.500000,20.750000,0.002417,0.126489,0.083789,21.030001,49.992371,0.000000,400.000000,12632.000000,16524.000000,1685.812500,2499.187500,12.187500
e00fce68c014249653ebc049,2001-01-01,1605302827,0.859375,-1.172161,3.476563,93.772896,42.581177,20.660000,54.000000,34.000000,23.000000,20.625000,20.375000,20.687500,0.000000,0.118433,0.084595,21.100000,49.604797,0.000000,400.000000,12744.000000,16695.000000,1686.000000,2499.375000,12.375000
e00fce68c014249653ebc049,2001-01-01,1605303761,0.898438,-0.781441,3.476563,82.832726,42.395020,20.940001,53.000000,34.000000,23.000000,20.625000,20.562500,20.625000,0.012891,0.119238,0.078149,20.959999,49.272156,0.000000,400.000000,12808.000000,16860.000000,1685.625000,2499.375000,12.375000
e00fce68c014249653ebc049,2001-01-01,1605304714,0.859375,-0.781441,3.476563,93.772896,42.382813,20.959999,52.000000,33.000000,22.000000,20.687500,20.500000,20.687500,0.004028,0.114404,0.082983,21.100000,48.872375,0.000000,408.000000,12881.000000,17049.000000,1686.375000,2499.187500,12.187500
e00fce68c014249653ebc049,2001-01-01,1605305649,0.742188,-1.172161,3.476563,94.554337,42.222595,21.000000,50.000000,31.000000,20.000000,20.625000,20.437500,20.625000,0.004834,0.131323,0.085400,20.950001,48.756409,0.000000,400.000000,12905.000000,17150.000000,1686.000000,2499.375000,12.375000
e00fce68c014249653ebc049,2001-01-01,1605892402,0.058594,-0.781441,3.476563,135.189270,25.000000,20.790001,56.000000,48.000000,43.000000,22.312500,21.875000,22.062500,0.011279,0.103931,0.095068,22.790001,40.475464,0.000000,400.000000,11997.000000,16314.000000,1721.812500,2499.562500,12.375000
e00fce68c014249653ebc049,2001-01-01,1605893336,0.312500,-0.781441,3.476563,93.772896,27.407837,21.990000,89.000000,79.000000,69.000000,21.437500,21.500000,21.562500,0.005640,0.108765,0.103931,22.440001,39.962769,0.000000,400.000000,12470.000000,16797.000000,1716.750000,2499.375000,12.375000
e00fce68c014249653ebc049,2001-01-01,1605894292,0.312500,-0.390720,3.476563,85.177048,37.501526,20.660000,85.000000,76.000000,67.000000,21.312500,21.375000,21.312500,0.002417,0.113599,0.106348,22.219999,40.005493,0.000000,400.000000,12718.000000,17089.000000,1712.437500,2499.375000,12.375000
e00fce68c014249653ebc049,2001-01-01,978307536,5.917969,34.383392,3.496094,77.362640,3.401184,-1.160000,3933.000000,3877.000000,3973.000000,4.750000,4.375000,3.875000,1.649194,1.436499,0.685620,5.160000,53.526306,0.000000,400.000000,12128.000000,16576.000000,1287.375000,2499.000000,12.750000
e00fce68c014249653ebc049,2001-01-01,978308469,5.898438,25.787546,3.476563,92.991455,7.884216,-0.520000,3424.000000,3398.000000,3480.000000,4.562500,4.312500,3.937500,1.644360,1.444556,0.717041,4.900000,57.882690,0.000000,400.000000,12776.000000,17165.000000,1250.812500,2498.625000,12.562500
e00fce68c014249653ebc049,2001-01-01,978309402,5.820313,19.926741,3.476563,93.772896,7.276917,-0.740000,2374.000000,2429.000000,2491.000000,4.375000,4.250000,4.000000,1.646777,1.442944,0.729126,4.780000,60.513306,0.000000,401.000000,13034.000000,17422.000000,1235.625000,2498.812500,12.750000
e00fce68c014249653ebc049,2001-01-01,978310602,5.703125,12.893773,3.437500,100.805862,10.269165,4.300000,1978.000000,1966.000000,2047.000000,4.250000,4.125000,4.000000,1.642749,1.445361,0.744434,4.660000,62.403870,0.000000,400.000000,13406.000000,17967.000000,1229.062500,2499.000000,12.562500
e00fce68c014249653ebc049,2001-01-01,978311802,5.585938,8.986569,3.476563,104.713066,0.099182,4.220000,1407.000000,1451.000000,1546.000000,4.000000,4.000000,4.000000,1.641943,1.449390,0.756519,4.400000,63.732910,0.000000,400.000000,13446.000000,18099.000000,1222.500000,2498.812500,12.562500
e00fce68c014249653ebc049,2001-01-01,978313002,5.312500,4.297924,3.476563,104.713066,12.915039,0.150000,713.000000,749.000000,806.000000,3.812500,3.875000,4.000000,1.645972,1.446973,0.766187,4.280000,64.801025,0.000000,400.000000,13466.000000,18172.000000,1215.562500,2498.625000,12.562500
e00fce68c014249653ebc049,2001-01-01,978314202,5.351563,5.470086,3.476563,104.713066,12.698364,-0.570000,649.000000,686.000000,754.000000,3.625000,3.687500,4.000000,1.640332,1.450195,0.767798,4.030000,65.853882,0.000000,400.000000,13478.000000,18217.000000,1208.812500,2498.812500,12.562500
e00fce68c014249653ebc049,2001-01-01,978315401,5.507813,6.251526,3.476563,104.713066,13.336182,3.560000,202.000000,227.000000,259.000000,3.437500,3.562500,3.937500,1.641138,1.452612,0.775049,3.710000,66.586304,0.000000,400.000000,13492.000000,18258.000000,1201.875000,2498.812500,12.750000
e00fce68c014249653ebc049,2001-01-01,978316601,2.500000,0.000000,3.476563,126.593414,15.676880,1.960000,48.000000,56.000000,67.000000,3.250000,3.437500,3.937500,1.647583,1.450195,0.779883,3.520000,67.304993,0.000000,400.000000,13499.000000,18275.000000,1195.312500,2498.812500,12.562500
e00fce68c014249653ebc049,2001-01-01,978317801,0.234375,-0.390720,3.476563,94.554337,15.759277,1.910000,2.000000,3.000000,4.000000,3.000000,3.250000,3.875000,1.642749,1.445361,0.779077,3.280000,67.784119,0.000000,400.000000,13514.000000,18304.000000,1188.000000,2498.437500,12.562500
