DeviceID = e00fce68428e95de642bb0d9	Firmware Version = 1.5.2	Software Version = 0.0.0
1616179044,16.404724,52.310638,3109.000000,3582.000000,4115.000000,6.250000,58.217339,4.140625,68.766785,6.625000,2.562500,0.000000,1.769238,0.963574,1.392187,10.475235,78.363037,0.000000,400.000000,15152.000000,19187.000000,1246.687500,2499.375000,11.250000
1616179995,16.296387,52.505569,4183.000000,4255.000000,5007.000000,6.289063,51.965813,4.179688,55.482296,7.750000,3.437500,0.312500,1.778101,0.953101,1.392993,6.873016,98.373413,0.000000,400.000000,14612.000000,18442.000000,1272.937500,2499.750000,11.250000
1616180928,16.777039,52.211838,2971.000000,3359.000000,3938.000000,6.289063,51.184372,4.140625,56.263737,8.625000,4.250000,0.625000,1.777295,0.934570,1.394604,7.853012,98.573303,0.000000,400.000000,14554.000000,18323.000000,1297.875000,2499.562500,11.250000
1616181861,17.163086,52.070313,2648.000000,3074.000000,3577.000000,6.289063,50.793652,4.179688,55.482296,9.437500,4.937500,0.937500,1.769238,0.904761,1.397827,8.408432,98.654175,0.000000,400.000000,14499.000000,18261.000000,1320.375000,2499.750000,11.250000
1616182794,17.715454,51.469498,2508.000000,2970.000000,3453.000000,6.289063,50.402931,4.179688,55.482296,10.062500,5.625000,1.250000,1.774878,0.900732,1.393799,9.230881,98.722839,0.000000,400.000000,14452.000000,18230.000000,1340.062500,2499.750000,11.250000
1616183745,18.589783,50.222473,2415.000000,2886.000000,3353.000000,6.250000,50.793652,4.140625,55.482296,10.562500,6.187500,1.625000,1.778101,0.903149,1.398633,9.732895,98.655701,0.000000,400.000000,14421.000000,18215.000000,1356.562500,2499.750000,11.062500
1616184677,19.367981,49.138336,2336.000000,2811.000000,3264.000000,6.250000,50.793652,4.140625,55.482296,10.937500,6.687500,1.937500,1.781323,0.902344,1.395410,10.232239,98.855591,0.000000,400.000000,14386.000000,18172.000000,1369.687500,2499.562500,11.062500
1616185610,20.510864,47.952728,2281.000000,2758.000000,3199.000000,6.250000,51.575092,4.140625,56.263737,11.250000,7.125000,2.250000,1.779712,0.902344,1.403467,10.411148,98.753357,0.000000,400.000000,14348.000000,18147.000000,1380.375000,2499.562500,11.062500
1616186543,21.624756,46.083527,2208.000000,2692.000000,3119.000000,6.250000,50.402931,4.140625,55.482296,11.437500,7.500000,2.562500,1.765210,0.907983,1.391382,10.600739,98.927307,0.000000,400.000000,14333.000000,18134.000000,1388.250000,2499.750000,11.062500
1616187494,23.040771,43.765717,2112.000000,2595.000000,3009.000000,6.250000,51.184372,4.140625,55.482296,11.500000,7.812500,2.875000,1.782935,0.899927,1.401050,10.803680,99.070740,0.000000,400.000000,14325.000000,18133.000000,1393.687500,2499.562500,11.062500
