DeviceID = e00fce68ccb7400e1fb8aa98	Firmware Version = 1.5.2	Software Version = 0.0.0
1616597849,85.478210,3.278809,1149.000000,1173.000000,1200.000000,5.390625,3.125763,3.867188,433.699646,err,err,0.937500,0.379468,0.008057,1.308398,1.975708,99.998474,0.000000,400.000000,15336.000000,18701.000000,1133.812500,2497.312500,12.187500
1616598799,84.237671,3.842239,1096.000000,1124.000000,1154.000000,5.312500,3.516484,3.847656,663.443237,err,err,0.937500,0.385107,0.000000,1.301147,2.037125,99.998474,0.000000,400.000000,15523.000000,18885.000000,1133.812500,2497.312500,12.187500
1616599731,83.421326,4.157333,1368.000000,1402.000000,1444.000000,5.468750,4.688645,3.867188,663.443237,err,err,1.000000,0.380273,0.000000,1.310815,2.037125,99.998474,0.000000,409.000000,15549.000000,18914.000000,1134.000000,2497.125000,12.187500
1616600663,82.876587,4.373627,1494.000000,1529.000000,1579.000000,5.507813,5.860806,3.867188,661.880371,err,err,1.062500,0.371411,0.000000,1.297925,2.037125,99.998474,0.000000,400.000000,15549.000000,18920.000000,1134.375000,2497.312500,12.187500
1616601595,82.464600,4.656677,1851.000000,1900.000000,1962.000000,5.625000,7.032967,3.867188,662.661804,err,err,1.062500,0.381885,0.000000,1.291479,2.256088,99.998474,0.000000,402.000000,15561.000000,18944.000000,1134.750000,2497.312500,12.187500
1616602546,81.130981,5.033188,1933.000000,1977.000000,2018.000000,5.664063,7.814408,3.945313,398.534790,1.562500,err,1.187500,0.377856,0.490649,1.289063,2.154617,99.998474,0.000000,400.000000,15485.000000,18924.000000,1135.687500,2497.312500,12.187500
1616603477,79.995728,5.714111,2615.000000,2635.000000,2673.000000,5.703125,10.549450,3.867188,690.793640,err,err,1.250000,0.375439,0.496289,1.288257,2.256088,99.998474,0.000000,400.000000,15535.000000,18925.000000,1136.437500,2497.312500,12.187500
1616604408,76.855469,7.537918,3581.000000,3603.000000,3609.000000,5.859375,16.800978,3.945313,401.660553,1.562500,err,1.375000,0.366577,0.496289,1.289063,2.282791,99.998474,0.000000,400.000000,15549.000000,18939.000000,1137.375000,2497.125000,12.187500
1616605340,74.243164,8.595352,4316.000000,4263.000000,4276.000000,5.898438,20.317461,3.945313,393.846161,1.562500,err,1.562500,0.372217,0.497095,1.277783,2.531128,99.998474,0.000000,400.000000,15545.000000,18940.000000,1138.875000,2497.312500,12.187500
1616606290,73.220825,9.041290,3368.000000,3401.000000,3416.000000,5.820313,16.800978,3.945313,387.594635,1.562500,err,1.687500,0.372217,0.493066,1.276978,2.728729,99.998474,0.000000,400.000000,15460.000000,18915.000000,1141.312500,2497.312500,12.187500
1616607222,72.731018,9.156113,3975.000000,3995.000000,4004.000000,5.859375,18.363859,3.945313,401.660553,1.562500,err,1.875000,0.374634,0.495483,1.278589,2.792816,99.998474,0.000000,403.000000,15512.000000,18915.000000,1143.937500,2497.312500,12.187500
1616608153,70.674133,10.168152,4707.000000,4698.000000,4721.000000,5.898438,24.615385,3.945313,391.501831,1.625000,err,2.000000,0.364966,0.494678,1.278589,3.035812,99.998474,0.000000,401.000000,15516.000000,18913.000000,1146.937500,2497.312500,12.187500
1616609085,64.694214,12.443237,6566.000000,6559.000000,6549.000000,5.976563,35.946278,3.945313,399.316254,1.625000,err,2.250000,0.363354,0.492261,1.282617,3.161316,99.998474,0.000000,408.000000,15508.000000,18909.000000,1150.125000,2497.125000,12.187500
1616610045,59.953308,13.668900,6598.000000,6517.000000,6502.000000,6.015625,35.555557,3.945313,392.283295,1.687500,err,2.500000,0.368994,0.486621,1.266504,3.545837,99.998474,0.000000,400.000000,15283.000000,18857.000000,1154.062500,2497.500000,12.187500
1616610977,60.885620,13.295059,6313.000000,6354.000000,6358.000000,5.976563,35.164837,3.945313,398.534790,1.750000,err,2.625000,0.370605,0.489844,1.267310,3.668671,99.998474,0.000000,401.000000,15441.000000,18871.000000,1158.562500,2497.312500,12.187500
1616611909,58.557129,14.670258,6888.000000,6857.000000,6876.000000,6.015625,38.681320,3.945313,394.627594,1.812500,err,2.875000,0.359326,0.496289,1.248779,4.045181,99.998474,0.000000,401.000000,15469.000000,18872.000000,1163.250000,2497.125000,12.187500
1616612840,58.052063,14.475327,5772.000000,5745.000000,5782.000000,5.937500,29.694750,3.945313,394.627594,1.875000,err,3.125000,0.369800,0.489038,1.247168,4.069214,99.998474,0.000000,400.000000,15460.000000,18881.000000,1167.937500,2497.312500,12.187500
1616613790,58.815002,14.224319,5855.000000,5887.000000,5901.000000,5.937500,29.694750,3.945313,393.064697,1.937500,err,3.250000,0.362549,0.489038,1.231055,4.197388,99.998474,0.000000,400.000000,15363.000000,18855.000000,1173.187500,2497.125000,12.000000
1616614722,62.191772,12.857132,3707.000000,3756.000000,3785.000000,5.820313,18.754580,3.945313,393.064697,2.000000,err,3.312500,0.364160,0.486621,1.230249,4.421692,99.998474,0.000000,400.000000,15433.000000,18843.000000,1177.500000,2497.125000,12.187500
1616615654,67.674255,10.635452,3510.000000,3535.000000,3560.000000,5.781250,16.800978,3.945313,390.720398,2.062500,err,3.187500,0.366577,0.496289,1.222998,4.541855,99.998474,0.000000,400.000000,15431.000000,18861.000000,1181.625000,2497.125000,12.187500
1616616586,72.297668,8.883743,2706.000000,2746.000000,2771.000000,5.703125,10.940171,3.945313,389.938965,2.187500,err,3.125000,0.356104,0.494678,1.210913,4.421692,99.998474,0.000000,400.000000,15447.000000,18856.000000,1184.250000,2497.312500,12.187500
1616617535,71.376038,9.668808,3378.000000,3380.000000,3425.000000,5.820313,16.800978,3.945313,388.376099,2.250000,err,3.125000,0.366577,0.486621,1.223804,4.282837,99.998474,0.000000,400.000000,15349.000000,18833.000000,1185.937500,2497.500000,12.187500
