DeviceID = e00fce68ccb7400e1fb8aa98	Firmware Version = 1.5.2	Software Version = 0.0.0
1616090630,13.485718,48.120956,610.000000,648.000000,661.000000,6.250000,100.024422,4.140625,100.024422,0.000000,-0.312500,3.000000,0.289233,0.801636,1.394604,5.804901,75.326538,0.000000,400.000000,15359.000000,19496.000000,1087.125000,2498.062500,12.375000
1616091581,13.067627,49.298553,691.000000,724.000000,745.000000,6.328125,73.064713,4.179688,70.329674,0.000000,-0.312500,3.562500,0.295679,0.817749,1.417969,1.535110,98.452759,0.000000,400.000000,15084.000000,18886.000000,1084.875000,2498.250000,12.375000
1616092514,12.919617,49.800568,695.000000,771.000000,738.000000,6.367188,73.455437,4.179688,71.892555,0.000000,-0.312500,4.125000,0.302124,0.827417,1.427637,2.659302,98.471069,0.000000,400.000000,15330.000000,18887.000000,1088.625000,2498.250000,12.187500
1616093446,12.628174,50.868683,720.000000,852.000000,808.000000,6.250000,75.799759,4.179688,74.236877,0.062500,-0.312500,4.625000,0.302124,0.837891,1.438916,3.284149,98.107910,0.000000,400.000000,15381.000000,18885.000000,1093.125000,2498.437500,12.187500
1616094379,12.554932,51.707153,674.000000,802.000000,767.000000,6.328125,75.799759,4.179688,75.018318,0.062500,-0.250000,5.062500,0.306958,0.849170,1.442139,4.165344,97.875977,0.000000,400.000000,15377.000000,18879.000000,1098.375000,2498.250000,12.187500
1616095330,12.791443,51.330643,662.000000,808.000000,765.000000,6.289063,68.376068,4.179688,67.203911,0.187500,0.187500,5.375000,0.309375,0.873340,1.446973,4.667358,97.503662,0.000000,400.000000,15188.000000,18810.000000,1104.187500,2498.437500,12.187500
1616096263,13.124084,50.924759,628.000000,760.000000,704.000000,6.289063,69.938950,4.179688,68.766785,0.312500,1.000000,5.625000,0.315820,0.893481,1.444556,5.051880,97.341919,0.000000,400.000000,15312.000000,18838.000000,1110.000000,2498.437500,12.187500
1616097196,13.496399,50.684433,610.000000,732.000000,681.000000,6.250000,71.501839,4.179688,71.892555,0.500000,1.625000,5.937500,0.314209,0.905566,1.454224,5.671387,97.409058,0.000000,400.000000,15310.000000,18837.000000,1117.875000,2498.250000,12.187500
1616098128,13.980103,50.433426,609.000000,750.000000,694.000000,6.289063,73.064713,4.179688,73.455437,0.687500,2.250000,6.312500,0.316626,0.924902,1.464697,6.274872,97.596741,0.000000,400.000000,15296.000000,18819.000000,1132.687500,2498.437500,12.187500
1616099079,14.295959,49.434738,594.000000,717.000000,656.000000,6.250000,76.190475,4.179688,78.144081,1.000000,2.875000,6.625000,0.324683,0.942627,1.451001,6.808929,97.734070,0.000000,400.000000,15084.000000,18721.000000,1154.250000,2498.062500,12.000000
1616100012,15.052795,48.182373,613.000000,731.000000,673.000000,6.171875,66.813187,4.179688,67.203911,1.250000,3.437500,6.937500,0.322266,0.941016,1.443750,7.177429,98.039246,0.000000,400.000000,15210.000000,18761.000000,1173.562500,2498.437500,12.000000
1616100945,16.038513,46.687012,584.000000,691.000000,639.000000,6.210937,68.766785,4.179688,68.766785,1.562500,4.000000,7.187500,0.327905,0.942627,1.447778,7.561951,98.278809,0.000000,400.000000,15220.000000,18766.000000,1192.125000,2498.250000,12.000000
1616101877,17.367554,44.801788,524.000000,602.000000,560.000000,6.250000,70.720390,4.179688,71.111115,1.875000,4.437500,7.437500,0.329517,0.955518,1.443750,8.031921,98.547363,0.000000,400.000000,15210.000000,18757.000000,1208.625000,2498.250000,12.000000
1616102828,18.385315,43.303757,544.000000,616.000000,573.000000,6.171875,75.018318,4.179688,75.799759,2.187500,4.750000,7.562500,0.335156,0.950684,1.437305,8.306961,98.623657,0.000000,400.000000,15008.000000,18677.000000,1223.250000,2498.250000,12.000000
1616103761,20.378113,40.438538,511.000000,582.000000,548.000000,6.210937,76.190475,4.179688,78.144081,2.500000,5.062500,7.562500,0.327100,0.959546,1.430859,8.560638,98.895264,0.000000,400.000000,15160.000000,18727.000000,1235.625000,2498.062500,12.000000
1616104694,22.926331,37.936478,453.000000,510.000000,476.000000,6.093750,66.813187,4.179688,67.203911,2.750000,5.312500,7.625000,0.335156,0.960352,1.434888,8.552628,99.023438,0.000000,400.000000,15173.000000,18737.000000,1246.125000,2498.437500,12.000000
1616105627,25.617981,34.905701,389.000000,432.000000,402.000000,6.093750,68.376068,4.179688,68.766785,3.000000,5.500000,7.500000,0.333545,0.957129,1.430054,9.067993,99.285889,0.000000,400.000000,15167.000000,18751.000000,1254.750000,2498.062500,12.000000
1616106577,29.075623,31.375580,354.000000,393.000000,367.000000,6.132812,71.892555,4.179688,71.892555,3.187500,5.625000,7.312500,0.327905,0.953906,1.424414,8.560638,99.246216,0.000000,400.000000,14911.000000,18646.000000,1262.062500,2498.062500,12.000000
1616107510,33.522034,28.184586,273.000000,287.000000,273.000000,6.093750,74.627594,4.179688,75.018318,3.375000,5.687500,7.187500,0.338379,0.955518,1.423608,8.691483,99.409485,0.000000,400.000000,15156.000000,18723.000000,1266.937500,2497.875000,12.187500
1616108443,38.830566,24.181824,287.000000,299.000000,284.000000,6.132812,76.581192,4.179688,77.362640,3.500000,5.750000,6.875000,0.335962,0.956323,1.410718,8.568649,99.548340,0.000000,403.000000,15188.000000,18746.000000,1270.125000,2498.062500,12.187500
1616109376,44.609070,20.795898,3973.000000,4502.000000,4423.000000,6.054687,58.608059,4.218750,57.045181,3.625000,5.687500,6.500000,0.338379,0.954712,1.418774,8.306961,99.842834,0.000000,400.000000,15191.000000,18745.000000,1271.250000,2497.875000,12.187500
