DeviceID = e00fce68ccb7400e1fb8aa98	Firmware Version = 1.5.2	Software Version = 0.0.0
1616421665,82.562256,2.755432,2036.000000,2200.000000,2340.000000,5.781250,13.284493,3.945313,445.421234,err,err,-0.375000,0.342407,0.182886,1.166602,0.790100,99.998474,0.000000,400.000000,15352.000000,18730.000000,1110.375000,2497.312500,12.375000
1616422614,71.113586,7.655411,3501.000000,3537.000000,3598.000000,4.101563,257.875458,3.984375,658.754578,err,err,-0.312500,0.342407,0.107153,1.169824,0.782089,99.998474,0.000000,400.000000,15563.000000,18938.000000,1109.250000,2497.312500,12.375000
1616423545,64.437866,10.168152,1736.000000,2144.000000,2425.000000,4.140625,334.847382,3.984375,647.814392,err,err,0.125000,0.326294,0.091846,1.173047,0.782089,99.998474,0.000000,412.000000,15589.000000,18966.000000,1107.937500,2497.125000,12.375000
1616424476,57.389832,14.389877,2137.000000,2568.000000,2836.000000,4.218750,396.581207,4.023438,639.218567,err,err,0.875000,0.323071,0.077344,1.185132,0.782089,99.998474,0.000000,409.000000,15592.000000,18990.000000,1107.000000,2497.500000,12.375000
1616425408,48.078918,18.675690,2264.000000,2744.000000,3027.000000,4.257813,457.142853,4.062500,633.748474,err,err,1.625000,0.321460,0.075732,1.178686,0.971680,99.998474,0.000000,410.000000,15596.000000,19004.000000,1105.875000,2497.500000,12.375000
1616426357,42.254639,22.686462,2041.000000,2568.000000,2863.000000,4.335938,514.969482,4.062500,632.185608,err,err,2.500000,0.320654,0.064453,1.182715,1.409607,99.998474,0.000000,400.000000,15497.000000,18969.000000,1106.812500,2497.500000,12.375000
1616427288,34.634399,27.362137,2126.000000,2692.000000,3001.000000,5.078125,513.015869,4.062500,647.814392,err,err,3.312500,0.329517,0.062842,1.187549,2.037125,99.996948,0.000000,400.000000,15520.000000,18939.000000,1112.812500,2497.500000,12.375000
1616428220,29.246521,31.677322,2290.000000,2897.000000,3204.000000,5.546875,448.156311,4.062500,639.218567,err,err,4.187500,0.318237,0.051562,1.185938,3.011780,99.998474,0.000000,408.000000,15491.000000,18918.000000,1123.125000,2497.687500,12.375000
1616429151,25.433350,35.915070,2477.000000,3125.000000,3425.000000,5.585938,427.838837,4.062500,604.835144,err,err,5.062500,0.322266,0.052368,1.179492,3.796844,99.897766,0.000000,405.000000,15442.000000,18875.000000,1136.437500,2497.687500,12.375000
1616430100,21.755981,40.123444,2722.000000,3403.000000,3691.000000,5.859375,321.953583,4.062500,559.511597,err,err,6.000000,0.315820,0.046729,1.166602,4.683380,99.896240,0.000000,400.000000,15309.000000,18823.000000,1152.000000,2497.875000,12.187500
1616431032,19.573975,42.804413,3000.000000,3710.000000,3985.000000,5.859375,343.833954,4.062500,563.418823,err,err,6.687500,0.317432,0.034644,1.145654,5.551224,99.803162,0.000000,400.000000,15348.000000,18807.000000,1168.500000,2498.250000,12.375000
1616431963,18.453979,45.685654,3328.000000,4067.000000,4321.000000,5.781250,353.211243,4.062500,549.352905,err,err,7.500000,0.315015,0.028198,1.134375,6.362991,99.693298,0.000000,400.000000,15308.000000,18774.000000,1185.562500,2497.875000,12.187500
1616432894,17.269897,48.182373,4117.000000,4727.000000,4977.000000,5.781250,336.019531,4.062500,522.783875,err,err,8.312500,0.320654,0.033838,1.143237,7.278900,99.760437,0.000000,400.000000,15267.000000,18743.000000,1203.375000,2498.250000,12.375000
1616433843,16.664124,49.434738,6802.000000,7174.000000,6900.000000,5.898438,316.483521,4.062500,529.816895,err,err,9.062500,0.327905,0.028198,1.149683,8.071976,99.626160,0.000000,400.000000,15084.000000,18690.000000,1221.750000,2498.250000,12.187500
1616434774,16.471863,50.684433,562.000000,646.000000,629.000000,5.625000,452.454254,4.101563,614.212463,err,err,9.750000,0.325488,0.027393,1.164990,8.816986,99.592590,0.000000,400.000000,15184.000000,18694.000000,1239.937500,2498.437500,12.187500
1616435705,15.715027,53.039627,700.000000,724.000000,739.000000,5.585938,455.189270,4.101563,598.583618,err,err,10.500000,0.319043,0.029004,1.162573,9.570007,99.583435,0.000000,400.000000,15150.000000,18674.000000,1259.250000,2498.437500,12.187500
1616436636,15.400696,54.273300,752.000000,761.000000,774.000000,5.664063,473.553131,4.101563,632.185608,err,err,11.187500,0.323071,0.017725,1.162573,10.192184,99.568176,0.000000,400.000000,15108.000000,18649.000000,1277.062500,2498.250000,12.187500
1616437584,15.499878,54.203873,733.000000,774.000000,776.000000,5.742188,416.507935,4.101563,579.829102,err,err,11.625000,0.331934,0.019336,1.167407,11.006622,99.459839,0.000000,400.000000,14916.000000,18561.000000,1295.062500,2498.437500,12.187500
1616438515,15.890503,54.922180,752.000000,828.000000,806.000000,5.664063,434.090332,4.101563,582.173401,err,err,12.125000,0.338379,0.020947,1.151294,11.578064,99.417114,0.000000,400.000000,15030.000000,18600.000000,1311.750000,2498.437500,12.187500
1616439446,15.979004,54.681854,648.000000,772.000000,746.000000,5.664063,417.680115,4.101563,572.796082,err,err,12.437500,0.331128,0.022559,1.140820,12.080078,99.407959,0.000000,400.000000,15023.000000,18595.000000,1327.687500,2498.625000,12.187500
1616440377,15.989685,55.429535,692.000000,823.000000,785.000000,5.625000,458.705750,4.101563,575.140442,err,err,12.750000,0.338379,0.010474,1.146460,12.550049,99.484253,0.000000,400.000000,14987.000000,18574.000000,1342.687500,2498.625000,12.187500
1616441327,16.362000,56.177216,633.000000,753.000000,712.000000,5.468750,495.433472,4.140625,556.385864,err,err,13.187500,0.344019,0.021753,1.148071,13.084106,99.353027,0.000000,400.000000,14819.000000,18504.000000,1356.750000,2498.625000,12.187500
1616442257,16.917419,55.795364,675.000000,799.000000,743.000000,5.625000,499.340698,4.101563,611.086731,err,err,13.437500,0.345630,0.012085,1.149683,13.460617,99.383545,0.000000,400.000000,14908.000000,18540.000000,1369.875000,2498.437500,12.187500
1616443188,17.930603,53.800659,632.000000,744.000000,683.000000,5.429688,496.605591,4.101563,564.200256,err,err,13.500000,0.336768,0.016113,1.133569,13.842468,99.520874,0.000000,400.000000,14933.000000,18548.000000,1382.250000,2498.812500,12.187500
