DeviceID = e00fce68206506b1159c8936	Firmware Version = 1.5.2	Software Version = 0.0.0
1607906426,0.000000,0.000000,4.101563,90.647133,71.899414,-44.959999,0.000000,0.000000,0.000000,-0.437500,-1.437500,-2.250000,0.033032,0.283594,0.970020,-1.260000,98.506165,0.000000,400.000000,14182.000000,18634.000000,1042.125000,2498.812500,12.187500
1607910724,0.000000,0.000000,4.140625,69.548233,72.697449,-6.000000,0.000000,0.000000,0.000000,-0.500000,-1.562500,-2.687500,0.029004,0.284399,0.951489,-1.390000,98.471069,0.000000,400.000000,14172.000000,18640.000000,1033.687500,2498.812500,12.375000
1607915020,0.000000,0.000000,4.140625,156.288162,73.443604,-6.460000,0.000000,0.000000,0.000000,-0.625000,-1.812500,-3.062500,0.029004,0.278760,0.918457,-1.630000,98.402405,0.000000,400.000000,14203.000000,18671.000000,1024.687500,2499.000000,12.375000
1607919319,0.000000,0.000000,4.101563,122.686203,71.907043,-5.360000,0.000000,0.000000,0.000000,-0.687500,-1.937500,-3.062500,0.029004,0.276343,0.921680,-1.630000,98.481750,0.000000,400.000000,14206.000000,18666.000000,1021.687500,2498.625000,12.375000
1607923616,0.000000,0.000000,4.101563,65.641029,72.271729,-6.360000,0.000000,0.000000,0.000000,-0.812500,-2.062500,-3.312500,0.027393,0.273120,0.907983,-1.890000,98.385620,0.000000,400.000000,14218.000000,18673.000000,1016.437500,2498.625000,12.375000
1607927914,0.000000,0.000000,4.140625,86.739929,72.296143,-7.980000,0.000000,0.000000,0.000000,-0.937500,-2.312500,-3.687500,0.031421,0.273120,0.885425,-2.280000,98.168945,0.000000,400.000000,14221.000000,18673.000000,1008.750000,2498.812500,12.187500
1607932210,0.000000,0.000000,4.140625,68.766785,72.033691,-6.370000,0.000000,0.000000,0.000000,-1.062500,-2.437500,-3.687500,0.026587,0.270703,0.882202,-2.390000,98.178101,0.000000,400.000000,14226.000000,18703.000000,1005.000000,2499.000000,12.375000
1607936508,0.000000,0.000000,4.121094,68.766785,70.788574,-6.420000,0.000000,0.000000,0.000000,-1.125000,-2.562500,-3.750000,0.022559,0.270703,0.869312,-2.270000,98.143005,0.000000,400.000000,14227.000000,18686.000000,1002.937500,2498.812500,12.375000
1607940806,0.000000,0.000000,4.121094,139.877899,70.712280,-6.510000,0.000000,0.000000,0.000000,-1.250000,-2.625000,-3.812500,0.025781,0.271509,0.867700,-2.510000,98.129272,0.000000,400.000000,14234.000000,18691.000000,1000.312500,2498.812500,12.375000
1607945104,0.000000,0.000000,4.101563,67.203911,68.945313,-9.360000,0.000000,0.000000,0.000000,-1.375000,-2.750000,-4.125000,0.024976,0.262646,0.853198,-2.740000,98.081970,0.000000,400.000000,14226.000000,18698.000000,994.687500,2498.812500,12.375000
1607949402,0.000000,0.000000,4.121094,74.236877,69.145203,-11.490000,0.000000,0.000000,0.000000,-1.500000,-3.125000,-4.750000,0.020142,0.263452,0.836279,-3.020000,97.447205,0.000000,400.000000,14247.000000,18742.000000,982.687500,2498.812500,12.375000
1607953985,5.351563,0.000000,4.101563,85.177048,63.769531,-11.840000,305.000000,381.000000,447.000000,-1.750000,-3.500000,-5.312500,0.021753,0.255396,0.795996,-3.510000,97.331238,0.000000,400.000000,14252.000000,18748.000000,971.625000,2499.187500,12.375000
1607957997,6.464844,127.374855,4.179688,66.422470,54.327393,-6.710000,1438.000000,1729.000000,1897.000000,-2.000000,-3.875000,-5.500000,0.016113,0.257813,0.784717,-3.760000,97.401428,0.000000,400.000000,14284.000000,18753.000000,957.937500,2499.000000,12.375000
1607962296,6.562500,135.579971,4.140625,64.078148,25.988770,-36.330002,243.000000,270.000000,259.000000,-2.187500,-3.812500,-5.000000,0.024170,0.261841,0.790356,-3.710000,97.479248,0.000000,400.000000,14266.000000,18738.000000,961.125000,2499.000000,12.375000
1607966595,6.562500,138.315018,4.218750,62.515266,17.187500,-25.860001,370.000000,397.000000,373.000000,-2.250000,-3.562500,-4.187500,0.022559,0.260229,0.809692,-3.130000,97.735596,0.000000,400.000000,14257.000000,18720.000000,975.937500,2498.812500,12.375000
1607970895,6.503906,89.084251,4.179688,63.296707,20.440674,-31.139999,342.000000,370.000000,351.000000,-2.062500,-3.250000,-4.062500,0.020947,0.262646,0.819360,-2.760000,97.808838,0.000000,400.000000,14250.000000,18717.000000,987.000000,2498.812500,12.375000
1607975194,6.250000,160.976791,4.179688,167.228333,20.576477,-29.750000,298.000000,306.000000,295.000000,-1.937500,-2.875000,-3.250000,0.024976,0.257813,0.841919,-2.450000,97.859192,0.000000,400.000000,14224.000000,18692.000000,1001.062500,2498.625000,12.375000
1607979495,6.289063,168.400497,4.179688,170.354095,28.131104,-39.520000,4889.000000,5545.000000,5621.000000,-1.750000,-2.687500,-3.562500,0.024170,0.261841,0.840308,-2.510000,97.773743,0.000000,400.000000,14195.000000,18665.000000,1004.812500,2498.625000,12.375000
1607983794,5.507813,0.000000,4.140625,152.380951,37.527466,-6.370000,114.000000,141.000000,161.000000,-1.750000,-3.000000,-4.437500,0.023364,0.263452,0.810498,-2.820000,97.740173,0.000000,400.000000,14200.000000,18674.000000,992.250000,2499.187500,12.375000
1607988091,0.019531,0.000000,4.140625,64.859581,45.016479,-11.720000,0.000000,0.000000,0.000000,-2.062500,-3.625000,-5.437500,0.021753,0.252979,0.779077,-3.510000,97.436523,0.000000,400.000000,14231.000000,18717.000000,969.187500,2499.375000,12.375000
