DeviceID = e00fce687038a71d446ef776	Firmware Version = 2.2.0	Software Version = 0.0.0
ParticleTime.0.TIME,SHTC3.0.HUMIDITY,SHTC3.0.TEMPERATURE,TCS3400.0.LIGHT_RED,TCS3400.0.LIGHT_GREEN,TCS3400.0.LIGHT_BLUE,PAC1720.0.VOLTAGE,PAC1720.0.CURRENT,PAC1720.0.VOLTAGE_2,PAC1720.0.CURRENT_2,DS18.0,SoilMoisture.0,DS18.1,SoilMoisture.1,DS18.2,SoilMoisture.2,ApogeeO2.0.TEMPERATURE,ApogeeO2.0.REF,ApogeeO2.0.OXYGEN,Hedorah-NDIR.0.CO2,Hedorah-NDIR.0.HUMIDITY,Hedorah-NDIR.0.TEMPERATURE
1645126083,28.829956,17.372589,0.049561,0.053040,0.059753,0.312500,-0.781441,3.750000,181.294266,-1.000000,1.438110,-2.125000,1.204468,-1.937500,1.292285,2837.625000,2496.937500,9.937500,8263,99.415588,-1.740673
1645126234,30.760193,18.646317,0.007751,0.008682,0.008362,0.000000,0.000000,0.000000,0.000000,-0.875000,1.442139,-2.125000,1.204468,-1.937500,1.292285,2850.187500,2496.562500,9.937500,8283,98.834229,-1.625851
1645127293,22.283936,32.841568,0.008133,0.009155,0.008774,0.000000,0.000000,0.000000,0.000000,-0.500000,1.455835,-1.875000,1.207690,-1.812500,1.295508,2867.812500,2496.750000,9.937500,8302,99.435425,-1.527046
1645128233,20.365906,37.103348,0.008789,0.009750,0.009232,0.000000,0.000000,0.000000,0.000000,-0.250000,1.475171,-1.687500,1.210107,-1.750000,1.304370,2868.375000,2496.750000,9.937500,8351,99.462891,-1.358814
1645129172,19.779968,39.114075,0.007675,0.008713,0.008469,0.000000,0.000000,0.000000,0.000000,-0.125000,1.483227,-1.562500,1.213330,-1.687500,1.301147,2869.125000,2496.750000,9.937500,8316,99.479675,-1.187916
1645130411,28.352356,26.547699,0.048676,0.065521,0.081604,0.351562,-1.172161,3.789062,76.581192,0.000000,1.506592,-1.375000,1.212524,-1.562500,1.302759,2839.312500,2496.750000,9.937500,8286,99.520874,-1.003662
1645131651,45.893860,11.281662,0.039703,0.053314,0.070251,0.351562,-0.781441,3.789062,78.925522,0.000000,1.510620,-1.187500,1.214941,-1.500000,1.297925,2824.500000,2496.937500,9.937500,8329,99.549866,-0.862133
1645132890,48.374939,7.035904,0.033508,0.046661,0.063293,0.312500,-1.172161,3.789062,78.925522,0.000000,1.513037,-1.062500,1.214941,-1.375000,1.304370,2820.375000,2497.125000,9.937500,8347,99.589539,-0.720608
1645134027,43.157959,6.250839,0.033539,0.046173,0.062317,0.312500,-1.172161,3.789062,134.407822,0.000000,1.504980,-0.937500,1.210913,-1.375000,1.298730,2819.625000,2497.125000,9.937500,8373,99.742126,-0.749981
1645134958,33.700562,18.384628,0.081665,0.099548,0.110535,0.312500,-1.172161,3.789062,78.925522,0.000000,1.517871,-0.875000,1.218970,-1.250000,1.309204,2839.312500,2496.750000,9.937500,8367,99.636841,-0.592430
1645135898,26.904297,29.191284,0.076508,0.088470,0.101166,0.351562,-1.172161,3.789062,76.581192,0.125000,1.529150,-0.812500,1.219775,-1.250000,1.306787,2845.125000,2497.125000,9.937500,8381,99.612427,-0.536354
1645136837,33.831787,20.459442,0.092865,0.104584,0.116852,0.312500,-1.172161,3.789062,79.706963,0.125000,1.536401,-0.750000,1.222192,-1.187500,1.301147,2833.312500,2496.750000,9.937500,8396,99.662781,-0.466927
1645137934,36.904907,14.953308,0.053650,0.064178,0.077728,0.312500,-0.781441,3.750000,211.770462,0.125000,1.537207,-0.687500,1.223804,-1.125000,1.304370,2826.750000,2496.937500,9.937500,8351,99.659729,-0.434883
1645138874,38.937378,10.395126,0.040466,0.051300,0.065369,0.351562,-0.781441,3.789062,78.925522,0.062500,1.533179,-0.625000,1.221387,-1.125000,1.301953,2821.500000,2496.750000,9.937500,8360,99.678040,-0.408180
1645139814,37.544250,10.090714,0.084167,0.087738,0.099731,0.312500,-0.781441,3.789062,78.925522,0.125000,1.537207,-0.687500,1.220581,-1.062500,1.305176,2822.062500,2496.937500,9.937500,8339,99.626160,-0.408180
1645140753,35.751343,11.329727,0.094666,0.096527,0.106049,0.312500,-1.172161,3.789062,79.706963,0.125000,1.540430,-0.625000,1.218970,-1.000000,1.309204,2823.187500,2496.937500,9.937500,8320,99.632263,-0.349430
1645141849,36.752319,9.711533,0.040222,0.048584,0.057831,0.312500,-1.172161,3.789062,138.315018,0.125000,1.546069,-0.562500,1.227832,-1.000000,1.304370,2825.250000,2496.937500,9.937500,8357,99.678040,-0.336079
1645142789,37.220764,8.579330,0.044495,0.049011,0.057220,0.351562,-0.781441,3.789062,78.925522,0.125000,1.549292,-0.562500,1.227832,-0.937500,1.310815,2820.187500,2497.125000,9.937500,8348,99.659729,-0.322727
1645143729,37.295532,7.572632,0.047516,0.049835,0.056152,0.351562,-0.781441,3.789062,79.706963,0.125000,1.551709,-0.500000,1.222192,-0.937500,1.301147,2819.062500,2496.937500,9.937500,8379,99.653625,-0.309376
1645144668,37.680054,6.565933,0.048157,0.049164,0.054077,0.312500,-1.172161,3.789062,79.706963,0.125000,1.550098,-0.437500,1.227026,-0.875000,1.309204,2817.562500,2497.125000,9.750000,8371,99.649048,-0.293354
1645145764,37.759399,5.684738,0.028107,0.030151,0.033997,0.312500,-1.172161,3.750000,198.485962,0.125000,1.549292,-0.500000,1.227832,-0.875000,1.301953,2816.812500,2496.937500,9.937500,8355,99.664307,-0.266651
1645146704,38.609314,3.820877,0.015778,0.017975,0.021057,0.351562,-1.172161,3.789062,78.925522,0.125000,1.553320,-0.437500,1.222192,-0.875000,1.314844,2814.375000,2496.937500,9.937500,8345,99.691772,-0.250629
1645147644,39.476013,1.973038,0.004791,0.006470,0.008362,0.351562,-0.781441,3.789062,79.706963,0.125000,1.556543,-0.437500,1.225415,-0.812500,1.309204,2812.687500,2496.937500,9.937500,8340,99.678040,-0.223927
1645148583,40.203857,0.712662,0.006958,0.007690,0.009521,0.273438,-1.172161,3.789062,84.395599,0.125000,1.562183,-0.375000,1.225415,-0.812500,1.307593,2822.062500,2496.750000,9.937500,8329,99.678040,-0.223927
1645149660,40.519714,-0.480957,0.000122,0.000244,0.000366,0.273438,-1.172161,3.750000,200.830276,0.187500,1.551709,-0.375000,1.231860,-0.812500,1.299536,2822.062500,2497.125000,9.937500,8378,99.632263,-0.194553
1645150602,41.119385,-1.495667,0.000000,0.000000,0.000000,0.312500,-1.172161,3.789062,109.401711,0.125000,1.557349,-0.375000,1.227026,-0.750000,1.310010,2818.312500,2497.125000,9.750000,8350,99.623108,-0.194553
1645151543,41.122437,-2.187271,0.000000,0.000000,0.000000,0.351562,-1.172161,3.789062,107.838829,0.125000,1.553320,-0.312500,1.229443,-0.750000,1.310815,2817.562500,2497.312500,9.937500,8387,99.618530,-0.167850
1645152484,41.250610,-2.491684,0.000000,0.000000,0.000000,0.351562,-1.172161,3.789062,107.838829,0.125000,1.558154,-0.375000,1.230249,-0.750000,1.314038,2817.000000,2497.312500,9.937500,8380,99.639893,-0.167850
1645153584,41.319275,-2.753372,0.000000,0.000000,0.000000,0.351562,-0.781441,3.750000,203.956055,0.062500,1.556543,-0.375000,1.229443,-0.750000,1.314844,2819.062500,2497.125000,9.937500,8364,99.639893,-0.138477
1645154526,40.986633,-2.753372,0.000000,0.000000,0.000000,0.351562,-1.172161,3.789062,108.620270,0.062500,1.550098,-0.312500,1.235889,-0.750000,1.311621,2816.437500,2497.125000,9.937500,8342,99.649048,-0.138477
1645155467,40.818787,-2.870865,0.000000,0.000000,0.000000,0.351562,-0.781441,3.750000,107.838829,0.062500,1.555737,-0.375000,1.231055,-0.687500,1.314844,2815.875000,2496.937500,9.750000,8335,99.630737,-0.125126
1645156408,40.669250,-3.185959,0.000000,0.000000,0.000000,0.312500,-1.172161,3.789062,107.838829,-0.062500,1.539624,-0.312500,1.235889,-0.687500,1.318066,2815.687500,2497.125000,9.937500,8355,99.621582,-0.125126
1645157506,40.426636,-3.314133,0.000000,0.000000,0.000000,0.351562,-1.172161,3.750000,207.081802,-0.187500,1.528345,-0.312500,1.229443,-0.687500,1.311621,2816.250000,2497.125000,9.937500,8403,99.627686,-0.138477
1645158448,40.428162,-3.223343,0.000000,0.000000,0.000000,0.312500,-0.781441,3.789062,108.620270,-0.250000,1.525122,-0.312500,1.231055,-0.687500,1.314844,2815.500000,2497.125000,9.937500,8402,99.641418,-0.125126
1645159389,40.325928,-3.477020,0.000000,0.000000,0.000000,0.312500,-0.781441,3.789062,108.620270,-0.437500,1.511426,-0.312500,1.235889,-0.687500,1.310010,2815.312500,2497.125000,9.750000,8354,99.639893,-0.095749
1645160330,40.307617,-3.634567,0.000000,0.000000,0.000000,0.312500,-1.172161,3.789062,107.838829,-0.625000,1.501758,-0.375000,1.231055,-0.625000,1.312427,2814.937500,2496.937500,9.937500,8385,99.639893,-0.138477
1645161422,40.274048,-3.877563,0.000000,0.000000,0.000000,0.351562,-0.781441,3.750000,210.207565,-0.875000,1.494507,-0.375000,1.224609,-0.625000,1.297119,2814.937500,2496.937500,9.937500,8420,99.653625,-0.125126
1645162364,40.202332,-4.013748,0.000000,0.000000,0.000000,0.312500,-1.172161,3.789062,108.620270,-1.062500,1.486450,-0.437500,1.232666,-0.625000,1.314844,2814.562500,2497.312500,9.937500,8419,99.649048,-0.138477
1645163305,39.871216,-4.200668,0.000000,0.000000,0.000000,0.312500,-1.172161,3.789062,107.838829,-1.250000,1.475977,-0.437500,1.231860,-0.625000,1.318066,2814.375000,2497.125000,9.750000,8415,99.658203,-0.181202
1645164246,40.055847,-4.633255,0.000000,0.000000,0.000000,0.312500,-1.172161,3.789062,107.838829,-1.375000,1.473559,-0.500000,1.230249,-0.625000,1.314844,2814.187500,2497.125000,9.937500,8414,99.667358,-0.223927
1645165323,40.058899,-4.702682,0.000000,0.000000,0.000000,0.312500,-1.172161,3.750000,210.989014,-1.500000,1.464697,-0.562500,1.229443,-0.625000,1.309204,2814.937500,2497.312500,9.750000,8416,99.662781,-0.280003
