DeviceID = e00fce68428e95de642bb0d9	Firmware Version = 1.5.2	Software Version = 0.0.0
1607127289,0.000000,-0.781441,4.140625,69.548233,69.630432,-44.490002,0.000000,0.000000,0.000000,-0.562500,-0.250000,-0.375000,1.304370,0.139380,0.567993,0.080000,98.400879,0.000000,400.000000,13809.000000,18201.000000,1080.562500,2499.000000,11.062500
1607131645,0.000000,-0.781441,4.140625,141.440781,err,err,0.000000,0.000000,0.000000,-0.562500,-0.250000,-0.375000,1.291479,0.139380,0.599414,0.080000,98.429871,0.000000,400.000000,13793.000000,18193.000000,1080.750000,2499.000000,11.062500
1607136287,0.000000,-1.172161,4.101563,163.321121,69.732666,-44.139999,0.000000,0.000000,0.000000,-0.750000,-0.250000,-0.375000,1.049780,0.138574,0.621973,-0.140000,98.249817,0.000000,400.000000,13777.000000,18167.000000,1081.687500,2499.000000,11.062500
1607140359,0.000000,-0.781441,4.101563,203.956055,68.951416,-44.820000,0.000000,0.000000,0.000000,-1.187500,-0.312500,-0.375000,0.882202,0.140186,0.644531,-0.430000,98.318481,0.000000,400.000000,13825.000000,18215.000000,1073.812500,2499.000000,11.062500
1607144714,0.000000,-0.781441,4.121094,171.135529,err,err,65535.000000,65535.000000,65535.000000,-1.750000,-0.562500,-0.375000,0.795996,0.121655,0.663061,129.990005,99.998474,0.000000,0.000000,0.000000,0.000000,-0.187500,-0.187500,-0.187500
1607149072,0.000000,-0.781441,4.140625,78.925522,68.780518,-7.280000,0.000000,0.000000,0.000000,-2.312500,-1.000000,-0.375000,0.740405,0.114404,0.650171,-1.560000,98.153687,0.000000,400.000000,13714.000000,18146.000000,1042.687500,2499.000000,11.062500
1607153430,0.000000,-0.781441,4.140625,75.018318,66.897583,-6.700000,0.000000,0.000000,0.000000,-2.750000,-1.375000,-0.437500,0.716235,0.115210,0.549463,-1.920000,98.146057,0.000000,400.000000,13840.000000,18221.000000,1028.437500,2499.187500,11.062500
1607157787,0.000000,-0.781441,4.140625,71.892555,65.759277,-8.000000,0.000000,0.000000,0.000000,-3.125000,-1.625000,-0.500000,0.696094,0.107153,0.489844,-2.180000,97.940063,0.000000,400.000000,13877.000000,18253.000000,1020.375000,2499.187500,11.250000
1607162145,0.000000,-0.781441,4.140625,70.329674,65.628052,-8.040000,0.000000,0.000000,0.000000,-3.625000,-2.000000,-0.562500,0.669507,0.106348,0.456812,-2.620000,97.891235,0.000000,400.000000,13928.000000,18301.000000,1007.062500,2499.000000,11.062500
1607166504,0.000000,-0.390720,4.101563,216.459091,65.675354,-8.760000,0.000000,0.000000,0.000000,-4.000000,-2.312500,-0.625000,0.660645,0.100708,0.439893,-2.930000,97.760010,0.000000,400.000000,13936.000000,18302.000000,996.187500,2499.000000,11.062500
1607170863,0.000000,-0.781441,4.101563,168.791199,65.773010,-8.690000,0.000000,0.000000,0.000000,-4.250000,-2.500000,-0.687500,0.655811,0.099902,0.428613,-3.170000,97.702026,0.000000,400.000000,13951.000000,18301.000000,989.062500,2499.000000,11.062500
1607175220,4.492188,1.172161,4.101563,153.943832,65.652466,-8.770000,81.000000,81.000000,92.000000,-4.062500,-2.500000,-0.812500,0.647754,0.103125,0.412500,-3.170000,97.702026,0.000000,400.000000,13951.000000,18314.000000,990.937500,2499.000000,11.062500
1607179576,6.054687,65.250305,4.140625,161.758240,56.251526,-44.020000,3241.000000,3021.000000,3060.000000,-3.437500,-2.375000,-0.812500,0.663061,0.104736,0.415723,-2.680000,98.036194,0.000000,400.000000,13952.000000,18312.000000,998.437500,2499.000000,11.062500
1607183929,6.269532,145.347977,4.160156,157.851044,32.421875,-45.000000,4182.000000,3935.000000,3957.000000,-2.687500,-1.875000,-0.812500,0.678369,0.107959,0.416528,-1.930000,98.098755,0.000000,400.000000,13892.000000,18272.000000,1019.062500,2498.625000,11.062500
1607188273,6.328125,76.971916,4.179688,78.925522,41.015625,-1.080000,2068.000000,2260.000000,2632.000000,-1.250000,-1.062500,-0.687500,0.805664,0.111987,0.419751,-0.680000,98.307800,0.000000,400.000000,13829.000000,18229.000000,1053.937500,2498.812500,11.250000
1607192612,6.308594,110.183151,4.160156,127.374855,35.217285,-1.000000,1600.000000,1959.000000,2357.000000,-0.812500,-0.625000,-0.562500,0.932153,0.114404,0.435059,-0.300000,98.207092,0.000000,400.000000,13787.000000,18182.000000,1069.687500,2499.000000,11.250000
1607196949,0.000000,0.000000,0.000000,0.000000,err,err,65535.000000,65535.000000,65535.000000,-0.687500,-0.437500,-0.500000,1.053809,0.122461,0.441504,129.990005,99.998474,0.000000,0.000000,0.000000,0.000000,-0.187500,-0.187500,-0.187500
1607201292,5.742188,20.317461,4.140625,150.818085,47.674561,-0.120000,2278.000000,2148.000000,2237.000000,-0.562500,-0.375000,-0.500000,1.185938,0.131323,0.455200,-0.150000,98.388672,0.000000,400.000000,13651.000000,18093.000000,1077.750000,2499.000000,11.062500
1607205641,5.214844,3.907204,4.140625,153.943832,62.597656,-1.160000,696.000000,642.000000,684.000000,-0.562500,-0.312500,-0.437500,1.253613,0.128101,0.466479,0.080000,98.440552,0.000000,400.000000,13743.000000,18147.000000,1079.062500,2499.000000,11.062500
1607209993,0.019531,-0.781441,4.140625,205.518936,64.062500,-0.910000,0.000000,0.000000,0.000000,-0.562500,-0.312500,-0.437500,1.273755,0.136157,0.480981,0.080000,98.516846,0.000000,400.000000,13756.000000,18158.000000,1079.625000,2498.812500,11.062500
