DeviceID = e00fce687038a71d446ef776	Firmware Version = 2.2.0	Software Version = 0.0.0
ParticleTime.0.TIME,SHTC3.0.HUMIDITY,SHTC3.0.TEMPERATURE,TCS3400.0.LIGHT_RED,TCS3400.0.LIGHT_GREEN,TCS3400.0.LIGHT_BLUE,PAC1720.0.VOLTAGE,PAC1720.0.CURRENT,PAC1720.0.VOLTAGE_2,PAC1720.0.CURRENT_2,DS18.0,SoilMoisture.0,DS18.1,SoilMoisture.1,DS18.2,SoilMoisture.2,ApogeeO2.0.TEMPERATURE,ApogeeO2.0.REF,ApogeeO2.0.OXYGEN,Hedorah-NDIR.0.CO2,Hedorah-NDIR.0.HUMIDITY,Hedorah-NDIR.0.TEMPERATURE
946685108,28.930664,-10.806961,0.000000,0.000122,0.000000,0.000000,-0.781441,3.320312,148.473755,err.772,1.338208,-3.375000,0.409277,err.772,1.122290,2808.562500,2497.500000,10.875000,3338,97.813416,-1.839474
946685108,29.042053,-10.745544,0.000000,0.000000,0.000000,0.000000,-0.781441,3.320312,176.605621,err.772,1.333374,err.772,0.408472,err.772,1.115845,2808.750000,2497.687500,10.875000,3316,97.845459,-1.866177
946685108,28.982544,-10.547943,0.000000,0.000000,0.000000,0.000000,-0.781441,3.339844,147.692307,-5.062500,1.335791,-3.375000,0.409277,err.772,1.122290,2810.812500,2497.687500,10.875000,3313,97.865295,-1.866177
946685108,28.977966,-10.422440,0.000000,0.000000,0.000000,0.000000,-1.172161,3.320312,147.692307,-5.062500,1.342236,-3.375000,0.404443,-1.437500,1.121484,2808.562500,2497.687500,10.875000,3333,97.801208,-1.866177
946685108,29.077148,-10.539932,0.000000,0.000000,0.000000,0.000000,-1.172161,3.320312,146.910873,-5.125000,1.336597,err.772,0.408472,25.000000,1.118262,2808.750000,2497.687500,10.875000,3314,97.790527,-1.908905
946685108,28.923035,-10.422440,0.000000,0.000000,0.000000,0.000000,-1.172161,3.320312,148.473755,-5.062500,1.334180,err.772,0.406860,-1.437500,1.123096,2810.625000,2497.687500,10.875000,3329,97.833252,-1.895554
946685108,28.994751,-10.328979,0.000000,0.000000,0.000000,0.000000,-1.172161,3.320312,147.692307,err.772,1.336597,25.000000,0.406055,err.772,1.119067,2810.812500,2497.687500,10.875000,3323,97.810364,-1.908905
946685108,28.933716,-10.422440,0.000000,0.000122,0.000000,0.000000,-1.172161,3.320312,148.473755,err.772,1.335791,-3.437500,0.412500,err.772,1.120679,2810.625000,2497.687500,10.875000,3330,97.831726,-1.924927
946685108,28.933716,-10.422440,0.000000,0.000000,0.000000,0.000000,-0.781441,3.320312,146.910873,-5.125000,1.340625,-3.500000,0.407666,err.772,1.124707,2810.437500,2497.687500,10.875000,3327,97.860718,-1.951630
946685108,29.014587,-10.422440,0.000000,0.000000,0.000000,0.000000,-0.781441,3.320312,146.910873,err.772,1.337402,-3.500000,0.407666,err.772,1.121484,2810.437500,2497.500000,10.875000,3316,97.863770,-1.908905
