DeviceID = e00fce687038a71d446ef776	Firmware Version = 2.2.0	Software Version = 0.0.0
ParticleTime.0.TIME,SHTC3.0.HUMIDITY,SHTC3.0.TEMPERATURE,TCS3400.0.LIGHT_RED,TCS3400.0.LIGHT_GREEN,TCS3400.0.LIGHT_BLUE,PAC1720.0.VOLTAGE,PAC1720.0.CURRENT,PAC1720.0.VOLTAGE_2,PAC1720.0.CURRENT_2,DS18.0,SoilMoisture.0,DS18.1,SoilMoisture.1,DS18.2,SoilMoisture.2,ApogeeO2.0.TEMPERATURE,ApogeeO2.0.REF,ApogeeO2.0.OXYGEN,Hedorah-NDIR.0.CO2,Hedorah-NDIR.0.HUMIDITY,Hedorah-NDIR.0.TEMPERATURE
946685108,29.637146,-7.589264,0.000000,0.000122,0.000000,0.000000,-1.172161,3.359375,145.347977,-2.937500,1.372851,err.772,0.421362,err.772,1.138403,2816.250000,2497.312500,10.875000,3282,98.527527,-0.904861
946685107,29.507446,-7.778854,0.000000,0.000000,0.000000,0.000000,-1.172161,3.359375,144.566544,-2.937500,1.374463,err.772,0.411694,-0.812500,1.134375,2816.062500,2497.312500,10.875000,3289,98.545837,-0.875488
946685107,29.606628,-8.040543,0.000000,0.000000,0.000000,0.000000,-1.172161,3.378906,144.566544,err.772,1.366406,err.772,0.420557,-0.875000,1.134375,2814.750000,2497.125000,10.875000,3292,98.547363,-0.904861
946685107,29.624939,-8.280869,0.000000,0.000122,0.000000,0.000000,-0.781441,3.359375,145.347977,-2.937500,1.366406,err.772,0.410083,-0.875000,1.136792,2815.875000,2497.312500,10.875000,3269,98.510742,-0.918213
946685107,29.721069,-8.425064,0.000000,0.000000,0.000000,0.000000,-1.172161,3.359375,144.566544,err.772,1.365601,err.772,0.419751,-0.812500,1.140820,2814.562500,2497.125000,10.875000,3300,98.501587,-0.918213
946685107,29.698181,-8.668060,0.000000,0.000000,0.000000,0.000000,-1.172161,3.359375,145.347977,err.772,1.376074,-1.937500,0.422168,err.772,1.141626,2814.187500,2497.125000,10.875000,3299,98.536682,-0.947586
946685107,29.696655,-8.796234,0.000000,0.000000,0.000000,0.000000,-1.172161,3.359375,176.605621,-3.062500,1.373657,err.772,0.416528,-0.875000,1.138403,2815.312500,2497.312500,10.875000,3290,98.506165,-0.931564
946685107,29.652405,-8.911057,0.000000,0.000000,0.000000,0.000000,-1.172161,3.378906,176.605621,-3.062500,1.374463,-2.000000,0.414111,-0.875000,1.135181,2814.000000,2497.500000,10.875000,3316,98.477173,-0.931564
946685107,29.600525,-8.919067,0.000000,0.000000,0.000000,0.000000,-1.172161,3.359375,144.566544,-3.125000,1.368823,err.772,0.420557,err.772,1.135181,2814.937500,2497.500000,10.875000,3304,98.472595,-0.947586
946685107,29.640198,-9.044571,0.000000,0.000000,0.000000,0.000000,-0.781441,3.359375,145.347977,25.000000,1.372046,err.772,0.411694,-0.875000,1.130347,2813.625000,2497.500000,10.875000,3303,98.414612,-0.960938
