DeviceID = e00fce687038a71d446ef776	Firmware Version = 2.2.0	Software Version = 0.0.0
ParticleTime.0.TIME,SHTC3.0.HUMIDITY,SHTC3.0.TEMPERATURE,TCS3400.0.LIGHT_RED,TCS3400.0.LIGHT_GREEN,TCS3400.0.LIGHT_BLUE,PAC1720.0.VOLTAGE,PAC1720.0.CURRENT,PAC1720.0.VOLTAGE_2,PAC1720.0.CURRENT_2,DS18.0,SoilMoisture.0,DS18.1,SoilMoisture.1,DS18.2,SoilMoisture.2,ApogeeO2.0.TEMPERATURE,ApogeeO2.0.REF,ApogeeO2.0.OXYGEN,Hedorah-NDIR.0.CO2,Hedorah-NDIR.0.HUMIDITY,Hedorah-NDIR.0.TEMPERATURE
946685108,29.197693,-10.243530,0.004517,0.004150,0.004761,0.000000,-1.172161,3.300781,147.692307,err.772,1.336597,25.000000,0.402026,err.772,1.109399,2806.875000,2497.687500,10.875000,3378,97.778320,-2.181278
946685108,29.121399,-10.176773,0.009155,0.009033,0.010498,0.000000,-0.781441,3.300781,147.692307,-5.312500,1.331763,-3.750000,0.402832,-1.687500,1.112622,2806.125000,2497.500000,10.875000,3387,97.746277,-2.162586
946685108,28.955078,-10.288925,0.016235,0.017212,0.020020,0.000000,-1.172161,3.300781,147.692307,err.772,1.331763,err.772,0.400415,-1.687500,1.109399,2806.125000,2497.687500,10.875000,3400,97.746277,-2.181278
946685108,29.049683,-10.200806,0.012329,0.014099,0.016541,0.000000,-1.172161,3.320312,104.713066,-5.312500,1.332568,err.772,0.402832,err.772,1.110205,2785.687500,2497.875000,10.875000,3364,97.769165,-2.162586
946685107,28.887939,-10.176773,0.004913,0.005981,0.007080,0.000000,-1.172161,3.320312,100.805862,err.772,1.177075,err.772,0.391553,err.772,1.080395,2809.125000,2497.500000,10.875000,3338,97.828674,-2.224003
946685107,28.778076,-10.051270,0.006500,0.008179,0.009766,0.000000,-1.172161,3.320312,100.805862,-5.312500,1.332568,err.772,0.406055,-1.750000,1.115039,2808.750000,2497.500000,10.875000,3347,97.842407,-2.207981
946685107,28.758240,-10.051270,0.008209,0.010529,0.012695,0.000000,-1.172161,3.320312,100.805862,-5.312500,1.332568,err.772,0.400415,-1.687500,1.105371,2784.937500,2497.875000,10.875000,3384,97.746277,-2.194630
946685107,28.678894,-9.674759,0.009644,0.012604,0.015442,0.000000,-1.172161,3.320312,101.587303,-5.312500,1.328540,err.772,0.405249,err.772,1.121484,2806.500000,2497.312500,10.875000,3370,97.808838,-2.207981
946685107,28.593445,-9.541245,0.010925,0.014496,0.017975,0.000000,-1.172161,3.320312,100.805862,err.772,1.330957,-3.750000,0.403638,err.772,1.105371,2808.937500,2497.687500,10.875000,3342,97.860718,-2.237354
946685107,28.564453,-9.234161,0.011963,0.016144,0.020233,0.000000,-1.172161,3.300781,101.587303,err.772,1.327734,err.772,0.413306,25.000000,1.106982,2808.937500,2497.500000,10.875000,3336,97.828674,-2.237354
