DeviceID = e00fce687038a71d446ef776	Firmware Version = 2.2.0	Software Version = 0.0.0
ParticleTime.0.TIME,SHTC3.0.HUMIDITY,SHTC3.0.TEMPERATURE,TCS3400.0.LIGHT_RED,TCS3400.0.LIGHT_GREEN,TCS3400.0.LIGHT_BLUE,PAC1720.0.VOLTAGE,PAC1720.0.CURRENT,PAC1720.0.VOLTAGE_2,PAC1720.0.CURRENT_2,DS18.0,SoilMoisture.0,DS18.1,SoilMoisture.1,DS18.2,SoilMoisture.2,ApogeeO2.0.TEMPERATURE,ApogeeO2.0.REF,ApogeeO2.0.OXYGEN,Hedorah-NDIR.0.CO2,Hedorah-NDIR.0.HUMIDITY,Hedorah-NDIR.0.TEMPERATURE
1646341966,31.230164,20.136337,0.089630,0.087433,0.090546,0.351562,-0.781441,3.593750,183.638580,7.875000,1.767627,0.562500,1.492895,-0.187500,1.533179,2827.875000,2496.750000,10.687500,3186,97.846985,1.944382
1646342116,32.601929,18.384628,0.095428,0.092102,0.095245,0.351562,-0.781441,3.593750,89.865692,7.375000,1.769238,0.625000,1.512231,-0.187500,1.540430,2814.750000,2496.750000,10.500000,3161,97.213745,2.099258
1646343177,31.153870,17.372589,0.003952,0.003738,0.003876,0.000000,0.000000,0.000000,0.000000,6.937500,1.760376,0.687500,1.558960,-0.187500,1.538013,2823.750000,2496.750000,10.500000,3104,97.526550,2.016479
1646344117,28.587341,20.336609,0.004456,0.004288,0.004456,0.000000,0.000000,0.000000,0.000000,7.437500,1.760376,0.750000,1.655640,-0.125000,1.538013,2826.187500,2496.562500,10.500000,3072,97.799683,1.931030
1646345056,26.737976,24.293976,0.003860,0.003799,0.003983,0.000000,0.000000,0.000000,0.000000,8.625000,1.766821,0.812500,1.757959,-0.187500,1.542847,2832.375000,2496.562500,10.500000,3016,97.840881,1.960403
1646346157,29.370117,21.017532,0.003815,0.003693,0.003860,0.000000,0.000000,0.000000,0.000000,7.500000,1.764404,0.875000,1.690283,-0.187500,1.537207,2820.187500,2496.562500,10.500000,2980,97.494507,2.043182
1646347097,29.772949,19.791870,0.003174,0.003113,0.003281,0.000000,0.000000,0.000000,0.000000,7.000000,1.751514,0.875000,1.690283,-0.187500,1.537207,2824.125000,2496.750000,10.500000,2899,97.384644,2.099258
1646348036,30.587769,17.498093,0.209625,0.206390,0.216736,0.312500,-0.781441,3.632812,84.395599,6.312500,1.752319,0.937500,1.696728,-0.125000,1.537207,2823.562500,2496.562500,10.500000,2879,97.521973,2.072556
1646348976,30.650330,17.105560,0.205170,0.198730,0.208405,0.312500,-0.781441,3.632812,81.269844,6.125000,1.746680,0.937500,1.695923,-0.125000,1.540430,2812.500000,2496.750000,10.500000,2825,97.792053,1.973755
1646350051,31.053162,16.373901,0.182800,0.178284,0.187836,0.312500,-0.781441,3.593750,194.578751,5.750000,1.745068,0.937500,1.684644,-0.187500,1.533179,2812.500000,2496.750000,10.500000,2776,98.184204,1.931030
1646350991,30.317688,18.323212,0.163940,0.164948,0.174316,0.312500,-1.172161,3.632812,81.269844,6.437500,1.742651,0.875000,1.688672,-0.187500,1.542847,2815.875000,2496.562500,10.500000,2745,98.423767,1.829556
1646351931,34.544373,13.610153,0.052368,0.060303,0.070312,0.351562,-0.781441,3.632812,82.051285,4.625000,1.733789,0.937500,1.674170,-0.187500,1.536401,2809.312500,2496.562500,10.500000,2726,98.561096,1.829556
