DeviceID = e00fce6838cebdf42fc24391	Firmware Version = 3.1.0	Software Version = 0.0.0
Time.0.TIME,SHTC3.0.HUMIDITY,SHTC3.0.TEMPERATURE,TCS3400.0.LIGHT_RED,TCS3400.0.LIGHT_GREEN,TCS3400.0.LIGHT_BLUE,PAC1720.0.VOLTAGE,PAC1720.0.CURRENT,PAC1720.0.VOLTAGE_2,PAC1720.0.CURRENT_2,ApogeeO2.0.TEMPERATURE,ApogeeO2.0.REF,ApogeeO2.0.OXYGEN,ApogeeO2.1.TEMPERATURE,ApogeeO2.1.REF,ApogeeO2.1.OXYGEN,Hedorah-NDIR.0.CO2,Hedorah-NDIR.0.HUMIDITY,Hedorah-NDIR.0.TEMPERATURE,Hedorah-NDIR.1.CO2,Hedorah-NDIR.1.HUMIDITY,Hedorah-NDIR.1.TEMPERATURE
1638323509,26.071167,22.133713,0.004395,0.003540,0.002197,0.273438,-0.781441,4.042969,50.012211,1702.500000,2498.250000,12.375000,1702.687500,2498.437500,12.187500,450,19.035339,21.905090,481,18.969727,22.054626
1638324471,25.868225,22.133713,0.004395,0.003662,0.002197,0.273438,-0.781441,4.042969,50.793652,1702.125000,2498.437500,12.375000,1702.312500,2498.250000,12.187500,444,18.974304,21.849014,483,18.969727,22.041275
1638325433,25.802612,22.133713,0.004395,0.003662,0.002197,0.273438,-0.390720,4.042969,50.793652,1702.125000,2498.625000,12.375000,1702.125000,2498.437500,12.187500,457,19.003296,21.822311,475,18.910217,22.054626
1638326550,25.320435,22.133713,0.004395,0.003540,0.002197,0.292969,-0.781441,4.023438,142.222229,1701.937500,2498.625000,12.375000,1702.312500,2498.250000,12.187500,460,18.870544,21.779587,473,18.820190,22.041275
1638327512,25.328064,22.133713,0.007568,0.006226,0.003784,0.312500,-0.781441,4.042969,50.012211,1702.125000,2498.625000,12.375000,1702.687500,2498.437500,12.187500,467,18.800354,21.806290,479,18.804932,22.054626
1638328474,25.247192,22.133713,0.007568,0.006226,0.003784,0.273438,-0.781441,4.042969,50.793652,1701.937500,2498.625000,12.375000,1702.687500,2498.625000,12.187500,453,18.797302,21.779587,465,18.713379,22.011902
1638329436,25.175476,22.157745,0.004395,0.003662,0.002197,0.273438,-0.781441,4.042969,50.793652,1702.500000,2498.437500,12.375000,1702.875000,2498.437500,12.187500,450,18.699646,21.835663,465,18.687439,22.067978
1638330553,25.154114,22.133713,0.004395,0.003540,0.002197,0.273438,-0.781441,4.023438,142.222229,1703.812500,2498.625000,12.375000,1703.812500,2498.250000,12.187500,445,18.659973,21.905090,465,18.600464,22.110703
1638331515,25.218201,22.187119,0.004395,0.003540,0.002197,0.273438,-0.781441,4.042969,50.012211,1704.187500,2498.625000,12.375000,1704.375000,2498.250000,12.187500,435,18.617249,21.918442,456,18.511963,22.153427
1638332477,25.260925,22.133713,0.004395,0.003662,0.002197,0.273438,-0.781441,4.062500,50.793652,1703.625000,2498.625000,12.375000,1704.937500,2498.250000,12.187500,429,18.632507,21.891739,462,18.525696,22.124054
1638333439,25.384521,22.251205,0.004395,0.003662,0.002197,0.273438,-0.781441,4.042969,50.012211,1702.875000,2498.250000,12.375000,1704.000000,2498.437500,12.187500,421,18.644714,21.849014,453,18.553162,22.084000
1638334574,25.273132,22.133713,0.004395,0.003540,0.002197,0.312500,-0.781441,4.023438,143.003677,1703.250000,2498.625000,12.375000,1703.625000,2498.250000,12.187500,426,18.600464,21.849014,452,18.522644,22.067978
1638335536,25.509644,22.133713,0.007568,0.006226,0.003784,0.312500,-0.781441,4.042969,50.793652,1703.625000,2498.812500,12.375000,1704.000000,2498.437500,12.187500,409,18.614197,21.878387,443,18.539429,22.097351
1638336498,25.756836,22.133713,0.007568,0.006226,0.003784,0.273438,-0.781441,4.042969,50.793652,1703.062500,2498.437500,12.375000,1703.812500,2498.437500,12.187500,411,18.717957,21.862366,441,18.641663,22.067978
1638337460,26.618958,22.101669,0.004395,0.003540,0.002197,0.273438,-0.781441,4.042969,50.012211,1702.312500,2498.625000,12.375000,1703.062500,2498.250000,12.187500,401,18.843079,21.835663,441,18.791199,22.067978
1638338557,27.395630,22.304611,0.004395,0.003540,0.002197,0.312500,-0.390720,4.023438,145.347977,1702.125000,2498.625000,12.375000,1702.687500,2498.250000,12.000000,421,19.129944,21.792938,426,19.042969,22.011902
1638339519,28.172302,22.133713,0.002075,0.001831,0.001099,0.312500,-0.781441,4.042969,50.012211,1702.687500,2498.625000,12.375000,1702.875000,2498.250000,12.187500,415,19.390869,21.822311,433,19.313049,22.054626
1638340481,28.872681,22.251205,0.002075,0.001831,0.001099,0.273438,-0.781441,4.042969,50.793652,1702.125000,2498.625000,12.375000,1702.875000,2498.062500,12.187500,405,19.689941,21.763565,432,19.551086,22.025253
1638341443,29.873657,22.101669,0.002075,0.001831,0.001099,0.234375,-0.781441,4.042969,50.012211,1701.000000,2498.625000,12.375000,1702.312500,2498.062500,12.187500,408,19.921875,21.750214,430,19.848633,21.985199
1638342540,30.583191,22.133713,0.002075,0.001831,0.001099,0.312500,-0.781441,4.023438,142.222229,1699.125000,2498.812500,12.375000,1700.812500,2498.250000,12.187500,403,20.219421,21.678108,432,20.143127,21.913101
1638343502,31.105042,21.866684,0.003662,0.003174,0.001953,0.312500,-0.781441,4.042969,50.793652,1696.875000,2498.437500,12.375000,1698.562500,2498.437500,12.000000,405,20.489502,21.592659,439,20.390320,21.800949
1638344464,31.442261,21.874695,0.003662,0.003174,0.001953,0.312500,-0.781441,4.042969,50.793652,1697.437500,2498.437500,12.375000,1697.625000,2498.062500,12.187500,411,20.677185,21.622032,426,20.690918,21.830322
1638345426,31.700134,21.810608,0.002075,0.001831,0.001099,0.312500,-0.781441,4.042969,50.012211,1697.625000,2498.437500,12.375000,1698.187500,2498.250000,12.187500,397,20.951843,21.648735,428,20.887756,21.886398
1638346522,31.965637,22.008209,0.002075,0.001831,0.001099,0.273438,-0.781441,4.023438,142.222229,1696.687500,2498.437500,12.375000,1698.187500,2498.437500,12.187500,409,21.139526,21.606010,421,21.080017,21.843674
1638347484,32.331848,21.874695,0.002075,0.001831,0.001099,0.312500,-0.781441,4.042969,50.793652,1695.937500,2498.625000,12.375000,1697.625000,2498.062500,12.187500,401,21.310425,21.606010,429,21.318054,21.814301
1638348446,32.591248,21.874695,0.002075,0.001831,0.001099,0.312500,-0.781441,4.042969,50.793652,1695.187500,2498.437500,12.375000,1696.687500,2498.250000,12.187500,397,21.496582,21.565956,424,21.492004,21.758224
