DeviceID = e00fce682c26b88b84ab26f2	Firmware Version = 3.1.0	Software Version = 0.0.0
Time.0.TIME,SHTC3.0.HUMIDITY,SHTC3.0.TEMPERATURE,TCS3400.0.LIGHT_RED,TCS3400.0.LIGHT_GREEN,TCS3400.0.LIGHT_BLUE,PAC1720.0.VOLTAGE,PAC1720.0.CURRENT,PAC1720.0.VOLTAGE_2,PAC1720.0.CURRENT_2,ApogeeO2.0.TEMPERATURE,ApogeeO2.0.REF,ApogeeO2.0.OXYGEN,ApogeeO2.1.TEMPERATURE,ApogeeO2.1.REF,ApogeeO2.1.OXYGEN,Hedorah-NDIR.0.CO2,Hedorah-NDIR.0.HUMIDITY,Hedorah-NDIR.0.TEMPERATURE,Hedorah-NDIR.1.CO2,Hedorah-NDIR.1.HUMIDITY,Hedorah-NDIR.1.TEMPERATURE
978307200,27.180481,22.080307,0.034058,0.026733,0.021240,0.273438,-0.781441,3.984375,48.449329,1704.187500,2499.000000,11.437500,1703.812500,2498.625000,10.687500,567,18.278503,21.862366,512,18.165588,22.009232
978307500,26.583862,22.267227,0.019775,0.015625,0.012451,0.312500,-0.781441,3.984375,58.608059,1706.437500,2499.000000,11.437500,1705.875000,2498.625000,10.687500,566,18.241882,22.030594,492,18.177795,22.206833
978308462,26.239014,22.667770,0.016418,0.012939,0.010254,0.312500,-0.781441,3.945312,143.003677,1709.437500,2499.000000,11.437500,1708.500000,2498.437500,10.875000,565,18.305969,22.129395,483,18.247986,22.206833
978309424,26.133728,22.817307,0.031250,0.024780,0.019653,0.312500,-0.781441,3.984375,46.886448,1712.062500,2499.000000,11.437500,1711.687500,2498.625000,10.875000,556,18.325806,22.254906,510,18.284607,22.351036
978310561,26.702881,23.073654,0.004150,0.003296,0.002319,0.312500,-0.781441,3.945312,143.785110,1715.062500,2499.187500,11.437500,1714.500000,2498.625000,10.687500,538,18.470764,22.369728,505,18.370056,22.519264
978311523,26.495361,23.049622,0.024658,0.019775,0.015747,0.312500,-0.781441,3.984375,47.667889,1717.125000,2499.000000,11.437500,1716.937500,2498.437500,10.687500,566,18.475342,22.468529,528,18.431091,22.575340
978312485,26.638794,23.209839,0.014648,0.011597,0.009338,0.312500,-0.781441,3.984375,47.667889,1717.687500,2499.000000,11.437500,1716.937500,2498.437500,10.687500,541,18.534851,22.455177,502,18.475342,22.561989
978313447,26.916504,22.956161,0.025024,0.020020,0.015869,0.312500,-0.781441,3.984375,46.886448,1717.312500,2499.000000,11.437500,1716.750000,2498.437500,10.687500,550,18.658447,22.455177,518,18.562317,22.519264
978314562,27.294922,23.105698,0.011108,0.009155,0.007202,0.312500,-0.781441,3.945312,143.003677,1716.562500,2499.187500,11.250000,1715.625000,2498.437500,10.687500,552,18.731689,22.412453,504,18.695068,22.476540
978315524,27.339172,23.049622,0.017456,0.014526,0.011230,0.312500,-0.781441,3.984375,47.667889,1715.437500,2499.000000,11.250000,1715.062500,2498.437500,10.687500,552,18.911743,22.369728,513,18.763733,22.433815
978316486,27.830505,22.825317,0.007935,0.006836,0.005127,0.312500,-0.781441,3.984375,47.667889,1714.312500,2499.000000,11.437500,1714.125000,2498.437500,10.687500,549,18.983459,22.284279,501,18.925476,22.364388
978317448,28.111267,22.635727,0.011475,0.010132,0.007690,0.312500,-0.781441,3.984375,47.667889,1713.375000,2499.000000,11.437500,1712.812500,2498.437500,10.687500,553,19.088745,22.270927,506,19.042969,22.321663
978318565,28.433228,22.705154,0.008911,0.007446,0.005615,0.312500,-0.781441,3.945312,143.785110,1711.875000,2499.000000,11.437500,1711.500000,2498.437500,10.687500,569,19.239807,22.225525,473,19.113159,22.265587
978319527,28.584290,22.697144,0.016357,0.013306,0.010132,0.312500,-0.781441,3.984375,47.667889,1711.500000,2499.187500,11.437500,1711.500000,2498.625000,10.687500,556,19.418335,22.198822,478,19.291687,22.278938
978320489,28.924561,22.833328,0.008301,0.006836,0.005127,0.312500,-0.781441,3.984375,47.667889,1711.125000,2499.000000,11.437500,1710.750000,2498.625000,10.687500,552,19.552612,22.169449,508,19.451904,22.233536
978321451,29.321289,22.627716,0.007690,0.006470,0.004761,0.312500,-1.172161,3.984375,47.667889,1711.125000,2499.000000,11.437500,1710.187500,2498.437500,10.875000,564,19.708252,22.169449,507,19.587708,22.220184
978322593,29.638672,22.697144,0.005981,0.005249,0.003662,0.312500,-1.172161,3.945312,143.785110,1709.812500,2498.812500,11.437500,1708.312500,2498.625000,10.687500,565,19.900513,22.113373,497,19.818115,22.121384
978323555,29.331970,22.582321,0.005737,0.005005,0.003418,0.312500,-0.781441,3.984375,46.886448,1707.187500,2499.000000,11.437500,1704.750000,2498.812500,10.687500,560,19.969177,21.987869,513,19.854736,22.009232
978324517,30.178833,22.582321,0.009644,0.008301,0.005737,0.312500,-0.781441,3.984375,47.667889,1704.750000,2499.187500,11.437500,1704.000000,2498.437500,10.875000,555,20.164490,21.902420,519,20.045471,21.926453
978325479,30.267334,22.299271,0.009399,0.007935,0.005249,0.312500,-0.781441,3.964844,48.449329,1704.000000,2499.000000,11.437500,1703.250000,2498.625000,10.875000,546,20.330811,21.889069,472,20.193481,21.953156
978326596,30.491638,22.582321,0.008789,0.007324,0.004761,0.312500,-0.781441,3.945312,143.785110,1702.500000,2499.187500,11.437500,1702.312500,2498.625000,10.687500,545,20.526123,21.846344,497,20.353699,21.883728
978327558,30.094910,22.603683,0.008545,0.007080,0.004517,0.312500,-0.781441,3.964844,47.667889,1701.937500,2499.000000,11.437500,1701.937500,2498.437500,10.687500,548,20.632935,21.846344,507,20.426941,21.883728
978328520,30.073547,22.582321,0.005005,0.004150,0.002563,0.312500,-0.781441,3.964844,47.667889,1701.000000,2499.000000,11.437500,1701.187500,2498.437500,10.875000,554,20.765686,21.819641,525,20.544434,21.854355
978329482,30.174255,22.582321,0.005005,0.004150,0.002563,0.312500,-0.781441,3.964844,47.667889,1700.437500,2499.000000,11.437500,1700.812500,2498.812500,10.875000,555,20.796204,21.790268,513,20.649719,21.841003
978330578,30.290222,22.635727,0.008545,0.007080,0.004517,0.312500,-0.781441,3.945312,143.785110,1699.500000,2498.812500,11.437500,1699.687500,2498.437500,10.875000,547,20.928955,21.750214,509,20.690918,21.811630
978331540,30.285645,22.582321,0.004883,0.004150,0.002563,0.312500,-0.781441,3.964844,47.667889,1698.750000,2499.000000,11.437500,1698.750000,2498.625000,10.875000,558,21.003723,21.720833,481,20.823669,21.798279
978332502,30.174255,22.582321,0.008545,0.007080,0.004517,0.312500,-0.781441,3.964844,47.667889,1698.187500,2499.000000,11.437500,1698.562500,2498.625000,10.687500,542,21.095276,21.691460,476,20.866394,21.755554
978333464,29.829407,22.582321,0.008545,0.007080,0.004517,0.312500,-0.781441,3.964844,47.667889,1699.125000,2499.000000,11.437500,1698.937500,2498.437500,10.875000,542,21.095276,21.707481,502,20.869446,21.784927
978334584,29.801941,22.582321,0.005005,0.004150,0.002563,0.312500,-0.781441,3.945312,143.785110,1701.937500,2499.000000,11.437500,1701.187500,2498.437500,10.875000,541,21.191406,21.846344,485,20.948792,21.910431
978335546,30.000305,22.582321,0.005005,0.004150,0.002686,0.312500,-0.781441,3.964844,42.979244,1704.375000,2499.187500,11.437500,1703.437500,2498.625000,10.875000,531,21.212769,21.931793,474,21.029663,22.009232
978336509,29.704285,22.817307,0.008667,0.007202,0.004517,0.312500,-0.781441,3.964844,48.449329,1706.250000,2499.000000,11.437500,1705.312500,2498.437500,10.875000,543,21.218872,22.017242,501,20.988464,22.094681
978337471,29.454041,22.825317,0.008545,0.007080,0.004517,0.312500,-0.781441,3.964844,47.667889,1707.562500,2499.187500,11.437500,1706.437500,2498.625000,10.875000,543,21.159363,22.073318,470,21.022034,22.164108
978338641,29.057312,22.948151,0.004883,0.004150,0.002563,0.312500,-0.781441,3.945312,142.222229,1706.437500,2498.812500,11.437500,1705.687500,2498.625000,10.875000,541,21.098328,22.030594,493,20.944214,22.094681
978339603,28.910828,22.595673,0.005005,0.004150,0.002563,0.312500,-0.781441,3.964844,47.667889,1704.750000,2499.187500,11.437500,1704.562500,2498.625000,10.687500,544,21.049500,21.987869,465,20.880127,22.009232
978340565,29.150391,22.635727,0.005005,0.004150,0.002563,0.312500,-0.781441,3.964844,48.449329,1703.437500,2499.000000,11.437500,1703.437500,2498.437500,10.875000,542,21.072388,21.889069,494,20.907593,21.939804
978341527,29.119873,22.587662,0.008545,0.007080,0.004517,0.312500,-0.781441,3.964844,47.667889,1702.125000,2499.000000,11.437500,1702.687500,2498.437500,10.875000,538,21.131897,21.846344,481,20.906067,21.910431
978342645,28.697205,22.582321,0.008545,0.007080,0.004517,0.312500,-0.781441,3.945312,143.003677,1700.812500,2499.187500,11.437500,1701.000000,2498.625000,10.875000,553,21.084595,21.806290,495,20.928955,21.811630
978343607,28.385925,22.582321,0.004883,0.004150,0.002563,0.312500,-0.781441,3.964844,47.667889,1700.812500,2498.812500,11.437500,1700.062500,2498.250000,10.875000,545,20.976257,21.776917,501,20.855713,21.827652
978344569,28.279114,22.582321,0.005005,0.004150,0.002563,0.312500,-0.781441,3.964844,47.667889,1700.812500,2498.812500,11.437500,1699.875000,2498.437500,10.687500,548,20.887756,21.790268,497,20.750427,21.827652
978345531,28.274536,22.587662,0.005005,0.004150,0.002563,0.312500,-0.781441,3.964844,47.667889,1701.562500,2499.187500,11.437500,1700.625000,2498.625000,10.875000,551,20.870972,21.806290,487,20.738220,21.867706
978346700,28.250122,22.635727,0.008545,0.007080,0.004517,0.292969,-0.781441,3.945312,143.785110,1702.125000,2499.000000,11.625000,1700.625000,2498.625000,10.875000,553,20.843506,21.806290,492,20.722961,21.867706
978347662,28.392029,22.582321,0.008545,0.007080,0.004517,0.312500,-0.781441,3.964844,47.667889,1702.500000,2499.000000,11.437500,1701.000000,2498.250000,10.875000,550,20.857239,21.819641,485,20.710754,21.897079
978348624,28.623962,22.582321,0.005005,0.004150,0.002563,0.312500,-0.781441,3.964844,48.449329,1701.187500,2498.812500,11.625000,1700.625000,2498.437500,10.875000,546,20.930481,21.790268,512,20.825195,21.841003
978349586,28.724670,22.582321,0.004883,0.004150,0.002563,0.312500,-0.781441,3.964844,42.979244,1700.812500,2498.812500,11.437500,1700.437500,2498.625000,10.875000,536,20.989990,21.763565,488,20.825195,21.827652
978350721,29.019165,22.643738,0.008545,0.007080,0.004517,0.312500,-0.781441,3.945312,143.003677,1699.687500,2499.000000,11.625000,1699.875000,2498.625000,10.875000,541,21.063232,21.720833,495,20.915222,21.841003
978351683,28.956604,22.518234,0.008545,0.007080,0.004517,0.312500,-0.781441,3.964844,47.667889,1699.687500,2499.000000,11.437500,1698.937500,2498.437500,10.875000,557,21.081543,21.734184,493,20.901489,21.827652
978352645,28.724670,22.582321,0.004883,0.004150,0.002563,0.312500,-0.781441,3.964844,48.449329,1699.875000,2499.000000,11.625000,1699.125000,2498.625000,10.875000,557,21.081543,21.750214,509,20.898438,21.811630
978353607,28.742981,22.582321,0.008545,0.007080,0.004517,0.312500,-0.781441,3.964844,47.667889,1699.875000,2499.000000,11.437500,1698.750000,2498.437500,10.875000,540,21.098328,21.734184,488,20.928955,21.798279
978354724,29.693604,22.456818,0.002441,0.002197,0.001465,0.312500,-0.781441,3.945312,143.003677,1698.937500,2498.812500,11.437500,1698.187500,2498.437500,10.875000,539,21.171570,21.707481,499,21.089172,21.784927
978355686,29.699707,22.133713,0.002441,0.002197,0.001465,0.312500,-0.781441,3.964844,47.667889,1696.875000,2498.812500,11.625000,1696.500000,2498.437500,10.875000,538,21.223450,21.592659,477,21.067810,21.640724
978356648,29.589844,21.954803,0.004272,0.003906,0.002441,0.312500,-0.781441,3.964844,48.449329,1695.187500,2499.000000,11.437500,1695.562500,2498.625000,10.875000,552,21.299744,21.536583,495,21.049500,21.614021
978357610,29.406738,22.088318,0.002441,0.002197,0.001465,0.312500,-0.781441,3.964844,47.667889,1695.000000,2499.000000,11.437500,1694.812500,2498.437500,10.875000,532,21.189880,21.493858,474,21.093750,21.571297
978358707,29.417419,21.954803,0.002441,0.002197,0.001465,0.312500,-0.781441,3.945312,143.003677,1695.000000,2499.000000,11.437500,1694.250000,2498.437500,10.875000,550,21.250916,21.493858,498,21.093750,21.571297
978359669,29.768372,21.954803,0.002441,0.002197,0.001465,0.312500,-0.781441,3.964844,47.667889,1694.250000,2499.000000,11.625000,1693.500000,2498.437500,10.875000,546,21.295166,21.464485,493,21.150208,21.541924
978360631,29.823303,22.018890,0.002441,0.002197,0.001465,0.312500,-0.781441,3.964844,48.449329,1691.812500,2499.000000,11.437500,1691.812500,2498.437500,10.875000,543,21.350098,21.395058,501,21.189880,21.459145
978361593,29.481506,21.695786,0.004272,0.003906,0.002441,0.312500,-0.781441,3.964844,47.667889,1690.875000,2499.187500,11.437500,1691.062500,2498.437500,10.875000,546,21.377563,21.365685,461,21.203613,21.416420
978362709,29.476929,21.850662,0.004272,0.003906,0.002441,0.312500,-0.781441,3.945312,142.222229,1691.437500,2498.812500,11.625000,1690.687500,2498.437500,10.875000,531,21.301270,21.365685,463,21.217346,21.443123
978363671,29.536438,21.954803,0.004272,0.003906,0.002441,0.312500,-0.781441,3.964844,47.667889,1692.562500,2499.000000,11.625000,1691.437500,2498.437500,10.875000,530,21.336365,21.437782,498,21.237183,21.515221
978364633,29.818726,21.954803,0.004272,0.003906,0.002441,0.312500,-0.781441,3.964844,48.449329,1692.562500,2498.812500,11.625000,1692.000000,2498.437500,10.875000,544,21.397400,21.424431,497,21.267700,21.501869
978365595,30.061340,21.821289,0.002441,0.002197,0.001465,0.312500,-0.781441,3.964844,47.667889,1691.250000,2499.187500,11.625000,1690.875000,2498.625000,10.875000,539,21.484375,21.381706,489,21.336365,21.443123
978366713,30.073547,21.789246,0.002441,0.002197,0.001465,0.312500,-0.781441,3.945312,143.003677,1687.875000,2499.187500,11.625000,1688.437500,2498.437500,10.875000,534,21.537781,21.240173,468,21.374512,21.304268
978367675,29.942322,21.703796,0.002441,0.002197,0.001465,0.312500,-0.781441,3.964844,47.667889,1687.500000,2499.000000,11.437500,1687.875000,2498.250000,10.875000,537,21.580505,21.226822,503,21.432495,21.290916
978368637,29.910278,21.821289,0.004272,0.003906,0.002441,0.312500,-0.781441,3.964844,47.667889,1688.062500,2499.000000,11.625000,1687.875000,2498.625000,10.875000,542,21.583557,21.253532,463,21.447754,21.330971
978369599,30.010986,21.765213,0.002441,0.002197,0.001465,0.312500,-0.781441,3.964844,47.667889,1688.625000,2499.000000,11.437500,1688.250000,2498.625000,10.875000,538,21.598816,21.269554,470,21.478271,21.346992
978370696,30.023193,21.821289,0.004272,0.003906,0.002441,0.312500,-0.781441,3.945312,143.003677,1689.000000,2499.000000,11.625000,1688.437500,2498.437500,10.875000,537,21.662903,21.296257,513,21.539307,21.373695
978371658,30.323792,21.797256,0.002441,0.002197,0.001465,0.312500,-0.781441,3.964844,47.667889,1688.250000,2499.187500,11.625000,1687.687500,2498.437500,10.875000,532,21.736145,21.253532,468,21.583557,21.346992
978372620,30.210876,21.578293,0.004272,0.003784,0.002441,0.312500,-0.781441,3.964844,48.449329,1685.625000,2499.000000,11.625000,1685.625000,2498.625000,10.875000,540,21.743774,21.154724,490,21.620178,21.218811
978373582,30.453491,21.578293,0.002441,0.002197,0.001465,0.312500,-0.781441,3.964844,47.667889,1683.562500,2499.000000,11.437500,1684.312500,2498.437500,10.875000,531,21.830750,21.069275,478,21.661377,21.146713
978374699,30.326843,21.634369,0.004150,0.003784,0.002441,0.312500,-0.781441,3.945312,143.785110,1683.750000,2499.000000,11.437500,1684.125000,2498.437500,10.875000,536,21.891785,21.082626,499,21.704102,21.160065
978375661,30.297852,21.602325,0.003418,0.002930,0.001831,0.312500,-0.781441,3.964844,48.449329,1683.000000,2499.000000,11.625000,1684.875000,2498.625000,10.875000,537,21.867371,21.154724,513,21.679688,21.232162
978376623,30.276489,21.765213,0.003052,0.002441,0.001587,0.312500,-0.781441,3.964844,48.449329,1655.062500,2498.812500,11.437500,1683.000000,2498.625000,10.875000,567,21.830750,20.802246,491,21.675110,21.146713
978377585,30.401611,22.048264,0.003052,0.002441,0.001587,0.312500,-0.781441,3.964844,47.667889,1651.875000,2498.812500,11.437500,1681.500000,2498.625000,10.875000,556,22.036743,20.690086,506,21.730042,21.090637
978378703,30.352783,22.018890,0.003052,0.002441,0.001587,0.312500,-0.781441,3.925781,130.500610,1657.687500,2498.812500,11.437500,1680.187500,2498.250000,10.875000,551,22.157288,20.703438,476,21.757507,21.061264
978379665,30.731201,21.578293,0.003174,0.002563,0.001709,0.312500,-0.781441,3.964844,47.667889,1663.875000,2498.812500,11.625000,1680.000000,2498.625000,10.875000,551,22.192383,20.775543,504,21.849060,21.061264
978380627,30.690002,21.578293,0.002075,0.001709,0.001221,0.312500,-0.781441,3.964844,48.449329,1669.500000,2498.812500,11.625000,1680.937500,2498.437500,10.875000,549,22.242737,20.871674,486,21.864319,21.090637
