DeviceID = e00fce685b02f35fe13a0a2d	Firmware Version = 1.5.2	Software Version = 0.0.0
1617308312,6.406250,25.396826,4.199219,42.197800,27.378845,48.703079,434.000000,495.000000,459.000000,0.461655,99.998474,0.000000,400.000000,14646.000000,18396.000000,1.182632,99.998474,5.000000,422.000000,14314.000000,18004.000000,1100.250000,2499.000000,0.750000,1085.625000,2499.187500,10.875000
1617309275,6.289063,50.402931,4.179688,56.263737,28.395081,47.351913,262.000000,290.000000,274.000000,0.531082,99.998474,0.000000,400.000000,14780.000000,18526.000000,1.868896,99.998474,5.000000,418.000000,14365.000000,18032.000000,1104.562500,2499.187500,0.937500,1085.812500,2499.375000,10.687500
1617310220,6.367188,48.058609,4.140625,54.700855,28.305054,46.294479,283.000000,367.000000,324.000000,0.461655,99.998474,0.000000,400.000000,14746.000000,18531.000000,2.568512,99.998474,9.000000,425.000000,14360.000000,18034.000000,1120.687500,2499.000000,0.750000,1086.187500,2499.375000,10.875000
1617311165,6.367188,50.402931,4.179688,56.263737,30.465698,42.062073,6353.000000,6745.000000,6908.000000,0.648575,99.998474,0.000000,400.000000,14814.000000,18560.000000,3.318863,99.998474,7.000000,423.000000,14344.000000,18024.000000,1142.437500,2499.000000,0.750000,1089.000000,2499.187500,10.687500
1617312109,6.406250,49.621490,4.179688,56.263737,31.246948,40.371780,5664.000000,6135.000000,6287.000000,0.899582,99.998474,0.000000,400.000000,14814.000000,18568.000000,3.508453,99.998474,1.000000,408.000000,14327.000000,18026.000000,1159.687500,2498.812500,0.750000,1093.312500,2499.375000,10.875000
1617313072,6.328125,51.184372,4.179688,57.045181,32.868958,39.031296,4076.000000,4666.000000,4883.000000,0.899582,99.998474,0.000000,400.000000,14793.000000,18546.000000,3.946381,99.998474,0.000000,416.000000,14310.000000,18000.000000,1173.187500,2499.187500,0.750000,1099.312500,2499.187500,10.875000
1617314017,6.250000,53.137974,4.179688,56.263737,36.553955,37.049942,3572.000000,4142.000000,4380.000000,1.348190,99.998474,0.000000,400.000000,14791.000000,18555.000000,4.127960,99.998474,10.000000,421.000000,14294.000000,17992.000000,1183.875000,2498.812500,0.750000,1105.312500,2499.375000,10.875000
1617314962,6.328125,51.965813,4.179688,56.263737,36.328125,34.390335,2843.000000,3381.000000,3664.000000,1.356201,99.998474,0.000000,400.000000,14777.000000,18543.000000,4.322891,99.998474,9.000000,427.000000,14282.000000,17974.000000,1192.500000,2499.000000,0.750000,1111.500000,2499.187500,10.687500
1617315906,6.289063,53.137974,4.179688,56.263737,39.442444,31.917648,2557.000000,3060.000000,3351.000000,1.607208,99.998474,0.000000,400.000000,14765.000000,18542.000000,4.322891,99.998474,2.000000,415.000000,14285.000000,17980.000000,1198.312500,2499.000000,0.750000,1117.500000,2499.187500,10.687500
1617316869,6.289063,52.747253,4.179688,57.045181,41.685486,28.876190,2238.000000,2724.000000,3010.000000,1.847534,99.998474,0.000000,400.000000,14764.000000,18533.000000,4.512482,99.998474,8.000000,416.000000,14291.000000,17977.000000,1202.250000,2498.812500,0.750000,1123.500000,2499.375000,10.687500
1617317814,6.210937,54.700855,4.179688,56.263737,45.944214,25.837402,2024.000000,2477.000000,2754.000000,2.093201,99.998474,0.000000,400.000000,14739.000000,18519.000000,4.322891,99.998474,7.000000,417.000000,14299.000000,17991.000000,1204.125000,2498.812500,0.750000,1128.750000,2499.375000,10.687500
1617318759,6.171875,56.263737,4.179688,57.045181,50.000000,22.339325,1896.000000,2307.000000,2566.000000,2.093201,99.998474,2.000000,400.000000,14732.000000,18509.000000,4.189377,99.998474,14.000000,430.000000,14299.000000,17990.000000,1204.687500,2498.812500,0.750000,1133.437500,2499.187500,10.875000
1617319703,6.132812,55.873016,4.179688,54.700855,53.578186,19.482117,1741.000000,2101.000000,2344.000000,2.290802,99.998474,0.000000,400.000000,14732.000000,18509.000000,4.071884,99.998474,13.000000,432.000000,14308.000000,18004.000000,1203.562500,2498.625000,0.750000,1137.562500,2499.562500,10.687500
1617320666,6.015625,57.435898,4.179688,55.482296,58.918762,16.253738,1554.000000,1869.000000,2086.000000,2.344208,99.998474,0.000000,400.000000,14714.000000,18497.000000,3.812866,99.998474,0.000000,426.000000,14328.000000,18014.000000,1201.125000,2498.812500,0.750000,1141.125000,2499.562500,10.875000
1617321611,5.859375,59.389500,4.179688,55.482296,64.239502,13.495331,1263.000000,1538.000000,1732.000000,2.469711,99.998474,0.000000,400.000000,14723.000000,18505.000000,3.553848,99.998474,4.000000,427.000000,14337.000000,18027.000000,1197.187500,2498.812500,0.750000,1143.750000,2499.187500,10.875000
1617322556,5.703125,17.191696,4.179688,55.482296,68.948364,10.979919,1000.000000,1222.000000,1381.000000,2.344208,99.998474,0.000000,400.000000,14713.000000,18485.000000,3.508453,99.998474,7.000000,425.000000,14356.000000,18050.000000,1192.312500,2498.812500,0.750000,1145.812500,2499.375000,10.875000
